  Session log : spot_check_logs\log3.txt  (started 2026-06-01 13:43:47)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.85
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 13:44:56  TSLA    bid=$255.01
  [RAW TICK] 13:44:56  TSLA    bid=$255.02
  [RAW TICK] 13:44:56  COIN    bid=$102.1
  [RAW TICK] 13:44:56  TSLA    bid=$255.01
  [RAW TICK] 13:44:56  NVDA    bid=$881.15
  [RAW TICK] 13:44:56  COIN    bid=$102.25
  [RAW TICK] 13:44:56  COIN    bid=$102.22
  [RAW TICK] 13:44:56  NVDA    bid=$880.97
  [RAW TICK] 13:44:56  AAPL    bid=$197.74
  [RAW TICK] 13:44:56  TSLA    bid=$255.11
  [RAW TICK] 13:44:56  NVDA    bid=$881.0
  [RAW TICK] 13:44:56  NVDA    bid=$881.08
  [RAW TICK] 13:44:56  TSLA    bid=$255.16
  [RAW TICK] 13:44:56  MSTR    bid=$105.43
  [RAW TICK] 13:44:56  TSLA    bid=$255.16
  [RAW TICK] 13:44:56  NVDA    bid=$881.23
  [RAW TICK] 13:44:56  AAPL    bid=$197.64
  [RAW TICK] 13:44:56  MSTR    bid=$105.68
  [RAW TICK] 13:44:56  MSTR    bid=$105.88
  [RAW TICK] 13:44:56  AAPL    bid=$197.72
  [RAW TICK] 13:44:56  AAPL    bid=$197.67
  [RAW TICK] 13:44:57  MSTR    bid=$105.77
  [RAW TICK] 13:44:57  TSLA    bid=$255.09
  [RAW TICK] 13:44:57  COIN    bid=$102.01
  [RAW TICK] 13:44:57  TSLA    bid=$255.27
  [RAW TICK] 13:44:57  NVDA    bid=$881.55
  [RAW TICK] 13:44:57  MSTR    bid=$105.97
  [RAW TICK] 13:44:57  TSLA    bid=$255.04
  [RAW TICK] 13:44:57  AAPL    bid=$197.54
  [RAW TICK] 13:44:57  AAPL    bid=$197.51
  [RAW TICK] 13:44:57  MSTR    bid=$106.04
  [RAW TICK] 13:44:57  AAPL    bid=$197.76
  [RAW TICK] 13:44:57  TSLA    bid=$255.05
  [RAW TICK] 13:44:57  AAPL    bid=$197.78
  [RAW TICK] 13:44:57  COIN    bid=$102.1
  [RAW TICK] 13:44:57  COIN    bid=$102.14
  [RAW TICK] 13:44:57  AAPL    bid=$197.67
  [RAW TICK] 13:44:57  TSLA    bid=$255.13
  [RAW TICK] 13:44:57  NVDA    bid=$881.58
  [RAW TICK] 13:44:57  NVDA    bid=$882.39
  [RAW TICK] 13:44:57  AAPL    bid=$197.62
  [RAW TICK] 13:44:57  COIN    bid=$102.25
  [RAW TICK] 13:44:57  COIN    bid=$102.58
  [RAW TICK] 13:44:57  TSLA    bid=$255.47
  [RAW TICK] 13:44:57  COIN    bid=$102.58
  [RAW TICK] 13:44:58  AAPL    bid=$197.59
  [RAW TICK] 13:44:58  COIN    bid=$102.77
  [RAW TICK] 13:44:58  TSLA    bid=$255.58
  [RAW TICK] 13:44:58  TSLA    bid=$255.39
  [RAW TICK] 13:44:58  AAPL    bid=$197.38
  [RAW TICK] 13:44:58  AAPL    bid=$197.44
  [RAW TICK] 13:44:58  TSLA    bid=$255.31
  [RAW TICK] 13:44:58  AAPL    bid=$197.09
  [RAW TICK] 13:44:58  NVDA    bid=$882.42
  [RAW TICK] 13:44:58  NVDA    bid=$882.37
  [RAW TICK] 13:44:58  AAPL    bid=$196.97
  [RAW TICK] 13:44:58  TSLA    bid=$255.33
  [RAW TICK] 13:44:58  TSLA    bid=$255.17
  [RAW TICK] 13:44:58  NVDA    bid=$882.36
  [RAW TICK] 13:44:58  MSTR    bid=$105.92
  [RAW TICK] 13:44:58  COIN    bid=$102.59
  [RAW TICK] 13:44:58  TSLA    bid=$255.26
  [RAW TICK] 13:44:58  MSTR    bid=$106.23
  [RAW TICK] 13:44:58  NVDA    bid=$882.13
  [RAW TICK] 13:44:58  AAPL    bid=$197.0
  [RAW TICK] 13:44:58  MSTR    bid=$106.38
  [RAW TICK] 13:44:58  COIN    bid=$102.62
  [RAW TICK] 13:44:58  TSLA    bid=$255.31
  [RAW TICK] 13:44:58  AAPL    bid=$197.21
  [RAW TICK] 13:44:59  MSTR    bid=$106.68
  [RAW TICK] 13:44:59  AAPL    bid=$197.34
  [RAW TICK] 13:44:59  NVDA    bid=$882.01
  [RAW TICK] 13:44:59  NVDA    bid=$882.28
  [RAW TICK] 13:44:59  MSTR    bid=$106.46
  [RAW TICK] 13:44:59  TSLA    bid=$255.26
  [RAW TICK] 13:44:59  TSLA    bid=$255.14
  [RAW TICK] 13:44:59  TSLA    bid=$255.39
  [RAW TICK] 13:44:59  COIN    bid=$102.34
  [RAW TICK] 13:44:59  AAPL    bid=$197.35
  [RAW TICK] 13:44:59  COIN    bid=$102.16
  [RAW TICK] 13:44:59  MSTR    bid=$106.52
  [RAW TICK] 13:44:59  COIN    bid=$101.97
  [RAW TICK] 13:44:59  MSTR    bid=$106.49
  [RAW TICK] 13:44:59  MSTR    bid=$106.45
  [RAW TICK] 13:44:59  MSTR    bid=$106.45
  [RAW TICK] 13:44:59  MSTR    bid=$106.51
  [RAW TICK] 13:44:59  COIN    bid=$101.85
  [RAW TICK] 13:44:59  AAPL    bid=$197.24
  [RAW TICK] 13:44:59  MSTR    bid=$106.62
  [RAW TICK] 13:44:59  TSLA    bid=$255.38
  [RAW TICK] 13:44:59  TSLA    bid=$255.65
  [RAW TICK] 13:44:59  TSLA    bid=$255.53
  [RAW TICK] 13:44:59  AAPL    bid=$197.22
  [RAW TICK] 13:45:00  COIN    bid=$102.03
  [RAW TICK] 13:45:00  COIN    bid=$102.05
  [RAW TICK] 13:45:00  MSTR    bid=$106.68
  [RAW TICK] 13:45:00  NVDA    bid=$882.05
  [RAW TICK] 13:45:00  TSLA    bid=$255.54
  [RAW TICK] 13:45:00  AAPL    bid=$197.16
  [RAW TICK] 13:45:00  AAPL    bid=$197.21
  [RAW TICK] 13:45:00  NVDA    bid=$882.21
  [RAW TICK] 13:45:00  NVDA    bid=$882.15
  [RAW TICK] 13:45:00  NVDA    bid=$882.22
  [RAW TICK] 13:45:00  COIN    bid=$102.18
  [RAW TICK] 13:45:00  MSTR    bid=$106.84
  [RAW TICK] 13:45:00  NVDA    bid=$882.2
  [RAW TICK] 13:45:00  AAPL    bid=$197.17
  [RAW TICK] 13:45:00  COIN    bid=$102.2
  [RAW TICK] 13:45:00  TSLA    bid=$255.53
  [RAW TICK] 13:45:00  NVDA    bid=$882.05
  [RAW TICK] 13:45:00  NVDA    bid=$882.09
  [RAW TICK] 13:45:00  MSTR    bid=$106.96
  [RAW TICK] 13:45:00  MSTR    bid=$106.83
  [RAW TICK] 13:45:00  NVDA    bid=$882.04
  [RAW TICK] 13:45:00  TSLA    bid=$255.65
  [RAW TICK] 13:45:00  COIN    bid=$102.25
  [RAW TICK] 13:45:00  NVDA    bid=$881.83
  [RAW TICK] 13:45:01  MSTR    bid=$106.68
  [RAW TICK] 13:45:01  TSLA    bid=$255.6
  [RAW TICK] 13:45:01  AAPL    bid=$197.3
  [RAW TICK] 13:45:01  MSTR    bid=$106.52
  [RAW TICK] 13:45:01  AAPL    bid=$197.25
  [RAW TICK] 13:45:01  COIN    bid=$102.31
  [RAW TICK] 13:45:01  NVDA    bid=$881.61
  [RAW TICK] 13:45:01  NVDA    bid=$881.44
  [RAW TICK] 13:45:01  TSLA    bid=$255.65
  [RAW TICK] 13:45:01  TSLA    bid=$255.62
  [RAW TICK] 13:45:01  COIN    bid=$102.16
  [RAW TICK] 13:45:01  TSLA    bid=$255.37
  [RAW TICK] 13:45:01  TSLA    bid=$255.14
  [RAW TICK] 13:45:01  TSLA    bid=$255.32
  [RAW TICK] 13:45:01  TSLA    bid=$255.17
  [RAW TICK] 13:45:01  TSLA    bid=$254.92
  [RAW TICK] 13:45:01  COIN    bid=$101.93
  [RAW TICK] 13:45:01  AAPL    bid=$197.5
  [RAW TICK] 13:45:01  AAPL    bid=$197.47
  [RAW TICK] 13:45:01  AAPL    bid=$197.49
  [RAW TICK] 13:45:01  TSLA    bid=$254.99
  [RAW TICK] 13:45:01  MSTR    bid=$106.66
  [RAW TICK] 13:45:01  TSLA    bid=$255.02
  [RAW TICK] 13:45:01  AAPL    bid=$197.45
  [RAW TICK] 13:45:02  COIN    bid=$102.09
  [RAW TICK] 13:45:02  NVDA    bid=$881.31
  [RAW TICK] 13:45:02  TSLA    bid=$255.01
  [RAW TICK] 13:45:02  AAPL    bid=$197.21
  [RAW TICK] 13:45:02  NVDA    bid=$881.16
  [RAW TICK] 13:45:02  NVDA    bid=$881.42
  [RAW TICK] 13:45:02  TSLA    bid=$254.91
  [RAW TICK] 13:45:02  AAPL    bid=$197.14
  [RAW TICK] 13:45:02  NVDA    bid=$881.25
  [RAW TICK] 13:45:02  NVDA    bid=$881.5
  [RAW TICK] 13:45:02  NVDA    bid=$881.69
  [RAW TICK] 13:45:02  COIN    bid=$101.86
  [RAW TICK] 13:45:02  AAPL    bid=$197.27
  [RAW TICK] 13:45:02  COIN    bid=$101.78
  [RAW TICK] 13:45:02  AAPL    bid=$197.53
  [RAW TICK] 13:45:02  NVDA    bid=$881.47
  [RAW TICK] 13:45:02  TSLA    bid=$254.91
  [RAW TICK] 13:45:02  TSLA    bid=$254.75
  [RAW TICK] 13:45:02  TSLA    bid=$254.66
  [RAW TICK] 13:45:02  AAPL    bid=$197.41
  [RAW TICK] 13:45:02  TSLA    bid=$254.73
  [RAW TICK] 13:45:02  NVDA    bid=$881.4
  [RAW TICK] 13:45:02  COIN    bid=$101.94
  [RAW TICK] 13:45:02  AAPL    bid=$197.27
  [RAW TICK] 13:45:03  AAPL    bid=$197.21
  [RAW TICK] 13:45:03  NVDA    bid=$881.59
  [RAW TICK] 13:45:03  COIN    bid=$101.7
  [RAW TICK] 13:45:03  COIN    bid=$101.66
  [RAW TICK] 13:45:03  AAPL    bid=$197.07
  [RAW TICK] 13:45:03  COIN    bid=$101.48
  [RAW TICK] 13:45:03  TSLA    bid=$254.97
  [RAW TICK] 13:45:03  TSLA    bid=$255.09
  [RAW TICK] 13:45:03  TSLA    bid=$255.02
  [RAW TICK] 13:45:03  TSLA    bid=$255.08
  [RAW TICK] 13:45:03  TSLA    bid=$254.82
  [RAW TICK] 13:45:03  TSLA    bid=$254.67
  [RAW TICK] 13:45:03  COIN    bid=$101.47
  [RAW TICK] 13:45:03  TSLA    bid=$254.37
  [RAW TICK] 13:45:03  AAPL    bid=$197.24
  [RAW TICK] 13:45:03  TSLA    bid=$254.28
  [RAW TICK] 13:45:03  NVDA    bid=$881.54
  [RAW TICK] 13:45:03  AAPL    bid=$196.75
  [RAW TICK] 13:45:03  AAPL    bid=$197.03
  [RAW TICK] 13:45:03  TSLA    bid=$253.9
  [RAW TICK] 13:45:03  MSTR    bid=$106.72
  [RAW TICK] 13:45:03  TSLA    bid=$254.01
  [RAW TICK] 13:45:03  TSLA    bid=$254.21
  [RAW TICK] 13:45:03  AAPL    bid=$196.8
  [RAW TICK] 13:45:04  NVDA    bid=$881.61
  [RAW TICK] 13:45:04  AAPL    bid=$196.6
  [RAW TICK] 13:45:04  TSLA    bid=$254.03
  [RAW TICK] 13:45:04  TSLA    bid=$254.16
  [RAW TICK] 13:45:04  AAPL    bid=$196.53
  [RAW TICK] 13:45:04  AAPL    bid=$196.35
  [RAW TICK] 13:45:04  TSLA    bid=$254.37
  [RAW TICK] 13:45:04  NVDA    bid=$881.79
  [RAW TICK] 13:45:04  AAPL    bid=$196.45
  [RAW TICK] 13:45:04  AAPL    bid=$196.18
  [RAW TICK] 13:45:04  AAPL    bid=$195.93
  [RAW TICK] 13:45:04  TSLA    bid=$254.15
  [RAW TICK] 13:45:04  TSLA    bid=$254.11
  [RAW TICK] 13:45:04  MSTR    bid=$106.8
  [RAW TICK] 13:45:04  TSLA    bid=$254.26
  [RAW TICK] 13:45:04  NVDA    bid=$881.71
  [RAW TICK] 13:45:04  TSLA    bid=$254.31
  [RAW TICK] 13:45:04  TSLA    bid=$254.49
  [RAW TICK] 13:45:04  MSTR    bid=$106.66
  [RAW TICK] 13:45:04  AAPL    bid=$195.9
  [RAW TICK] 13:45:04  MSTR    bid=$106.67
  [RAW TICK] 13:45:04  NVDA    bid=$881.7
  [RAW TICK] 13:45:04  NVDA    bid=$881.67
  [RAW TICK] 13:45:04  MSTR    bid=$106.65
  [RAW TICK] 13:45:04  AAPL    bid=$195.91
  [RAW TICK] 13:45:05  MSTR    bid=$106.54
  [RAW TICK] 13:45:05  COIN    bid=$101.24
  [RAW TICK] 13:45:05  TSLA    bid=$254.52
  [RAW TICK] 13:45:05  NVDA    bid=$881.93
  [RAW TICK] 13:45:05  TSLA    bid=$254.36
  [RAW TICK] 13:45:05  COIN    bid=$101.36
  [RAW TICK] 13:45:05  COIN    bid=$101.26
  [RAW TICK] 13:45:05  AAPL    bid=$195.76
  [RAW TICK] 13:45:05  MSTR    bid=$107.88
  [RAW TICK] 13:45:05  NVDA    bid=$881.59
  [RAW TICK] 13:45:05  NVDA    bid=$881.6
  [RAW TICK] 13:45:05  TSLA    bid=$254.28
  [RAW TICK] 13:45:05  TSLA    bid=$254.37
  [RAW TICK] 13:45:05  AAPL    bid=$197.13
  [RAW TICK] 13:45:05  TSLA    bid=$254.26
  [RAW TICK] 13:45:05  AAPL    bid=$198.48
  [RAW TICK] 13:45:05  MSTR    bid=$107.99
  [RAW TICK] 13:45:05  MSTR    bid=$108.17
  [RAW TICK] 13:45:05  TSLA    bid=$254.54
  [RAW TICK] 13:45:05  COIN    bid=$101.41
  [RAW TICK] 13:45:05  NVDA    bid=$881.7
  [RAW TICK] 13:45:05  COIN    bid=$101.5
  [RAW TICK] 13:45:05  MSTR    bid=$108.31
  [RAW TICK] 13:45:05  NVDA    bid=$881.52
  [RAW TICK] 13:45:06  NVDA    bid=$881.25
  [RAW TICK] 13:45:06  AAPL    bid=$198.4
  [RAW TICK] 13:45:06  TSLA    bid=$254.52
  [RAW TICK] 13:45:06  COIN    bid=$101.54
  [RAW TICK] 13:45:06  TSLA    bid=$254.52
  [RAW TICK] 13:45:06  NVDA    bid=$881.39
  [RAW TICK] 13:45:06  TSLA    bid=$254.7
  [RAW TICK] 13:45:06  MSTR    bid=$108.63
  [RAW TICK] 13:45:06  COIN    bid=$101.79
  [RAW TICK] 13:45:06  NVDA    bid=$881.53
  [RAW TICK] 13:45:06  AAPL    bid=$198.44
  [RAW TICK] 13:45:06  NVDA    bid=$881.14
  [RAW TICK] 13:45:06  NVDA    bid=$881.34
  [RAW TICK] 13:45:06  NVDA    bid=$881.14
  [RAW TICK] 13:45:06  COIN    bid=$101.84
  [RAW TICK] 13:45:06  MSTR    bid=$108.71
  [RAW TICK] 13:45:06  MSTR    bid=$108.72
  [RAW TICK] 13:45:06  COIN    bid=$101.88
  [RAW TICK] 13:45:06  COIN    bid=$102.11
  [RAW TICK] 13:45:06  NVDA    bid=$881.55
  [RAW TICK] 13:45:06  TSLA    bid=$254.64
  [RAW TICK] 13:45:06  MSTR    bid=$108.74
  [RAW TICK] 13:45:06  MSTR    bid=$108.86
  [RAW TICK] 13:45:06  NVDA    bid=$881.3
  [RAW TICK] 13:45:07  AAPL    bid=$198.51
  [RAW TICK] 13:45:07  MSTR    bid=$108.75
  [RAW TICK] 13:45:07  NVDA    bid=$881.65
  [RAW TICK] 13:45:07  NVDA    bid=$881.68
  [RAW TICK] 13:45:07  COIN    bid=$102.04
  [RAW TICK] 13:45:07  AAPL    bid=$198.45
  [RAW TICK] 13:45:07  NVDA    bid=$881.87
  [RAW TICK] 13:45:07  TSLA    bid=$254.73
  [RAW TICK] 13:45:07  COIN    bid=$102.11
  [RAW TICK] 13:45:07  AAPL    bid=$198.87
  [RAW TICK] 13:45:07  TSLA    bid=$254.85
  [RAW TICK] 13:45:07  COIN    bid=$101.88
  [RAW TICK] 13:45:07  TSLA    bid=$254.71
  [RAW TICK] 13:45:07  NVDA    bid=$881.89
  [RAW TICK] 13:45:07  MSTR    bid=$108.67
  [RAW TICK] 13:45:07  MSTR    bid=$108.64
  [RAW TICK] 13:45:07  AAPL    bid=$198.82
  [RAW TICK] 13:45:07  NVDA    bid=$881.7
  [RAW TICK] 13:45:07  AAPL    bid=$198.89
  [RAW TICK] 13:45:07  MSTR    bid=$108.84
  [RAW TICK] 13:45:07  AAPL    bid=$198.9
  [RAW TICK] 13:45:07  AAPL    bid=$199.11
  [RAW TICK] 13:45:07  TSLA    bid=$254.91
  [RAW TICK] 13:45:07  COIN    bid=$102.29
  [RAW TICK] 13:45:08  TSLA    bid=$255.01
  [RAW TICK] 13:45:08  AAPL    bid=$199.05
  [RAW TICK] 13:45:08  MSTR    bid=$108.96
  [RAW TICK] 13:45:08  COIN    bid=$102.39
  [RAW TICK] 13:45:08  AAPL    bid=$199.17
  [RAW TICK] 13:45:08  COIN    bid=$102.52
  [RAW TICK] 13:45:08  TSLA    bid=$256.49

  [THRESHOLD TRIP] TSLA  bid=$256.49  band=$255.42  (mean=254.49, sigma=0.4665, breach=4.29σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.70  urgency=NONE  code=BREAKOUT_VOLUME_UNCONFIRMED
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:45:22  MSTR    bid=$109.3
  [RAW TICK] 13:45:22  NVDA    bid=$881.76
  [RAW TICK] 13:45:22  AAPL    bid=$199.04
  [RAW TICK] 13:45:22  MSTR    bid=$108.9
  [RAW TICK] 13:45:22  TSLA    bid=$256.25
  [RAW TICK] 13:45:22  TSLA    bid=$256.07
  [RAW TICK] 13:45:23  AAPL    bid=$198.83
  [RAW TICK] 13:45:23  TSLA    bid=$256.0
  [RAW TICK] 13:45:23  NVDA    bid=$881.88
  [RAW TICK] 13:45:23  AAPL    bid=$198.87
  [RAW TICK] 13:45:23  TSLA    bid=$255.95
  [RAW TICK] 13:45:23  COIN    bid=$102.24
  [RAW TICK] 13:45:23  AAPL    bid=$198.79
  [RAW TICK] 13:45:23  TSLA    bid=$255.88
  [RAW TICK] 13:45:23  COIN    bid=$102.22
  [RAW TICK] 13:45:23  AAPL    bid=$198.73
  [RAW TICK] 13:45:23  AAPL    bid=$198.97
  [RAW TICK] 13:45:23  NVDA    bid=$882.04
  [RAW TICK] 13:45:23  NVDA    bid=$882.43

  [THRESHOLD TRIP] NVDA  bid=$882.43  band=$882.17  (mean=881.63, sigma=0.2706, breach=2.96σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_503_UNAVAILABLE._{'E
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:45:32  COIN    bid=$102.18
  [RAW TICK] 13:45:32  COIN    bid=$102.08
  [RAW TICK] 13:45:32  TSLA    bid=$255.75
  [RAW TICK] 13:45:32  TSLA    bid=$255.83
  [RAW TICK] 13:45:32  NVDA    bid=$882.2
  [RAW TICK] 13:45:32  AAPL    bid=$199.06
  [RAW TICK] 13:45:32  AAPL    bid=$199.01
  [RAW TICK] 13:45:32  COIN    bid=$102.07
  [RAW TICK] 13:45:32  AAPL    bid=$198.97
  [RAW TICK] 13:45:32  COIN    bid=$102.02
  [RAW TICK] 13:45:32  AAPL    bid=$198.75
  [RAW TICK] 13:45:32  NVDA    bid=$882.35
  [RAW TICK] 13:45:32  MSTR    bid=$109.1
  [RAW TICK] 13:45:32  MSTR    bid=$109.3
  [RAW TICK] 13:45:32  TSLA    bid=$256.02
  [RAW TICK] 13:45:33  AAPL    bid=$198.81
  [RAW TICK] 13:45:33  COIN    bid=$101.94
  [RAW TICK] 13:45:33  TSLA    bid=$255.8
  [RAW TICK] 13:45:33  TSLA    bid=$255.83
  [RAW TICK] 13:45:33  AAPL    bid=$198.99
  [RAW TICK] 13:45:33  COIN    bid=$102.13
  [RAW TICK] 13:45:33  AAPL    bid=$199.15
  [RAW TICK] 13:45:33  TSLA    bid=$255.83
  [RAW TICK] 13:45:33  AAPL    bid=$199.19
  [RAW TICK] 13:45:33  COIN    bid=$102.05
  [RAW TICK] 13:45:33  MSTR    bid=$109.39
  [RAW TICK] 13:45:33  AAPL    bid=$198.97
  [RAW TICK] 13:45:33  TSLA    bid=$256.85
  [RAW TICK] 13:45:33  MSTR    bid=$109.42
  [RAW TICK] 13:45:33  AAPL    bid=$199.07
  [RAW TICK] 13:45:33  MSTR    bid=$109.43
  [RAW TICK] 13:45:33  AAPL    bid=$199.38
  [RAW TICK] 13:45:33  AAPL    bid=$199.26
  [RAW TICK] 13:45:33  AAPL    bid=$199.23
  [RAW TICK] 13:45:33  COIN    bid=$102.15
  [RAW TICK] 13:45:33  NVDA    bid=$882.65
  [RAW TICK] 13:45:33  NVDA    bid=$882.69
  [RAW TICK] 13:45:33  AAPL    bid=$199.2
  [RAW TICK] 13:45:33  AAPL    bid=$199.14
  [RAW TICK] 13:45:34  NVDA    bid=$882.7
  [RAW TICK] 13:45:34  NVDA    bid=$882.55
  [RAW TICK] 13:45:34  COIN    bid=$102.02
  [RAW TICK] 13:45:34  NVDA    bid=$882.44
  [RAW TICK] 13:45:34  COIN    bid=$102.12
  [RAW TICK] 13:45:34  MSTR    bid=$109.56
  [RAW TICK] 13:45:34  MSTR    bid=$109.56
  [RAW TICK] 13:45:34  MSTR    bid=$109.49
  [RAW TICK] 13:45:34  COIN    bid=$101.9
  [RAW TICK] 13:45:34  MSTR    bid=$109.42
  [RAW TICK] 13:45:34  MSTR    bid=$109.35
  [RAW TICK] 13:45:34  MSTR    bid=$109.12
  [RAW TICK] 13:45:34  AAPL    bid=$199.2
  [RAW TICK] 13:45:34  TSLA    bid=$256.92
  [RAW TICK] 13:45:34  NVDA    bid=$882.29
  [RAW TICK] 13:45:34  TSLA    bid=$256.8
  [RAW TICK] 13:45:34  AAPL    bid=$199.17
  [RAW TICK] 13:45:34  COIN    bid=$101.89
  [RAW TICK] 13:45:34  MSTR    bid=$109.08
  [RAW TICK] 13:45:34  COIN    bid=$101.58
  [RAW TICK] 13:45:34  NVDA    bid=$882.26
  [RAW TICK] 13:45:34  NVDA    bid=$882.29
  [RAW TICK] 13:45:34  MSTR    bid=$109.15
  [RAW TICK] 13:45:34  COIN    bid=$101.49
  [RAW TICK] 13:45:35  COIN    bid=$101.74
  [RAW TICK] 13:45:35  COIN    bid=$101.83
  [RAW TICK] 13:45:35  COIN    bid=$101.73
  [RAW TICK] 13:45:35  NVDA    bid=$882.3
  [RAW TICK] 13:45:35  MSTR    bid=$109.13
  [RAW TICK] 13:45:35  TSLA    bid=$256.98
  [RAW TICK] 13:45:35  AAPL    bid=$199.22
  [RAW TICK] 13:45:35  TSLA    bid=$257.11
  [RAW TICK] 13:45:35  TSLA    bid=$257.13
  [RAW TICK] 13:45:35  COIN    bid=$101.77
  [RAW TICK] 13:45:35  MSTR    bid=$109.28
  [RAW TICK] 13:45:35  COIN    bid=$101.91
  [RAW TICK] 13:45:35  NVDA    bid=$882.2
  [RAW TICK] 13:45:35  TSLA    bid=$257.06
  [RAW TICK] 13:45:35  TSLA    bid=$257.14
  [RAW TICK] 13:45:35  COIN    bid=$102.04
  [RAW TICK] 13:45:35  NVDA    bid=$882.4
  [RAW TICK] 13:45:35  MSTR    bid=$109.3
  [RAW TICK] 13:45:35  TSLA    bid=$257.19
  [RAW TICK] 13:45:35  MSTR    bid=$109.22
  [RAW TICK] 13:45:35  COIN    bid=$102.01
  [RAW TICK] 13:45:35  AAPL    bid=$199.37
  [RAW TICK] 13:45:35  COIN    bid=$102.01
  [RAW TICK] 13:45:35  AAPL    bid=$199.23
  [RAW TICK] 13:45:36  MSTR    bid=$109.06
  [RAW TICK] 13:45:36  TSLA    bid=$256.94
  [RAW TICK] 13:45:36  COIN    bid=$102.14
  [RAW TICK] 13:45:36  MSTR    bid=$109.14
  [RAW TICK] 13:45:36  NVDA    bid=$882.35
  [RAW TICK] 13:45:36  TSLA    bid=$257.1
  [RAW TICK] 13:45:36  COIN    bid=$102.26
  [RAW TICK] 13:45:36  AAPL    bid=$200.5

  [THRESHOLD TRIP] AAPL  bid=$200.50  band=$199.74  (mean=199.11, sigma=0.3144, breach=4.41σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.40  urgency=NONE  code=BREAKOUT_NO_CONFIRMATION
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:45:44  COIN    bid=$102.55
  [RAW TICK] 13:45:44  NVDA    bid=$882.31
  [RAW TICK] 13:45:44  MSTR    bid=$109.2
  [RAW TICK] 13:45:44  NVDA    bid=$882.21
  [RAW TICK] 13:45:44  NVDA    bid=$882.09
  [RAW TICK] 13:45:44  MSTR    bid=$109.16
  [RAW TICK] 13:45:44  AAPL    bid=$200.27
  [RAW TICK] 13:45:44  COIN    bid=$103.92

  [THRESHOLD TRIP] COIN  bid=$103.92  band=$102.94  (mean=102.10, sigma=0.4202, breach=4.34σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.85  urgency=NONE  code=BREAKOUT_NO_VOL_CONFIRM
  [SKIPPED] Not enough conviction — staying flat.

==================================================
  PAPER TRADING PORTFOLIO SUMMARY
==================================================
  Cash balance : $  200,000.00
  Net PnL      : $       +0.00
  Total fills  : 0
  No open positions.
==================================================

