  Session log : spot_check_logs\log3.txt  (started 2026-06-01 14:03:34)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 14:08:45  AAPL    bid=$236.49
  [RAW TICK] 14:08:45  AAPL    bid=$236.59
  [RAW TICK] 14:08:45  NVDA    bid=$910.79
  [RAW TICK] 14:08:45  MSTR    bid=$140.71
  [RAW TICK] 14:08:45  MSTR    bid=$140.6
  [RAW TICK] 14:08:45  MSTR    bid=$140.44
  [RAW TICK] 14:08:45  MSTR    bid=$140.3
  [RAW TICK] 14:08:45  TSLA    bid=$281.98
  [RAW TICK] 14:08:45  MSTR    bid=$140.48
  [RAW TICK] 14:08:45  MSTR    bid=$140.27
  [RAW TICK] 14:08:45  COIN    bid=$135.98
  [RAW TICK] 14:08:45  MSTR    bid=$140.14
  [RAW TICK] 14:08:45  AAPL    bid=$236.61
  [RAW TICK] 14:08:45  COIN    bid=$136.07
  [RAW TICK] 14:08:45  NVDA    bid=$910.81
  [RAW TICK] 14:08:45  COIN    bid=$135.98
  [RAW TICK] 14:08:45  NVDA    bid=$911.01
  [RAW TICK] 14:08:45  MSTR    bid=$140.08
  [RAW TICK] 14:08:45  AAPL    bid=$236.82
  [RAW TICK] 14:08:45  NVDA    bid=$910.98
  [RAW TICK] 14:08:45  TSLA    bid=$281.96
  [RAW TICK] 14:08:45  AAPL    bid=$236.71
  [RAW TICK] 14:08:46  TSLA    bid=$281.77
  [RAW TICK] 14:08:46  TSLA    bid=$282.14
  [RAW TICK] 14:08:46  MSTR    bid=$140.04
  [RAW TICK] 14:08:46  COIN    bid=$136.14
  [RAW TICK] 14:08:46  TSLA    bid=$282.27
  [RAW TICK] 14:08:46  MSTR    bid=$139.84
  [RAW TICK] 14:08:46  MSTR    bid=$139.89
  [RAW TICK] 14:08:46  MSTR    bid=$139.81
  [RAW TICK] 14:08:46  AAPL    bid=$236.5
  [RAW TICK] 14:08:46  AAPL    bid=$236.56
  [RAW TICK] 14:08:46  MSTR    bid=$139.81
  [RAW TICK] 14:08:46  COIN    bid=$135.97
  [RAW TICK] 14:08:46  AAPL    bid=$236.58
  [RAW TICK] 14:08:46  AAPL    bid=$236.47
  [RAW TICK] 14:08:46  COIN    bid=$136.04
  [RAW TICK] 14:08:46  MSTR    bid=$139.55
  [RAW TICK] 14:08:46  COIN    bid=$135.96
  [RAW TICK] 14:08:46  COIN    bid=$135.86
  [RAW TICK] 14:08:46  MSTR    bid=$139.63
  [RAW TICK] 14:08:46  MSTR    bid=$139.61
  [RAW TICK] 14:08:46  TSLA    bid=$282.32
  [RAW TICK] 14:08:46  TSLA    bid=$282.56
  [RAW TICK] 14:08:46  COIN    bid=$135.93
  [RAW TICK] 14:08:47  COIN    bid=$136.15
  [RAW TICK] 14:08:47  AAPL    bid=$236.48
  [RAW TICK] 14:08:47  COIN    bid=$136.15
  [RAW TICK] 14:08:47  TSLA    bid=$282.48
  [RAW TICK] 14:08:47  TSLA    bid=$282.63
  [RAW TICK] 14:08:47  TSLA    bid=$282.48
  [RAW TICK] 14:08:47  NVDA    bid=$910.95
  [RAW TICK] 14:08:47  AAPL    bid=$236.47
  [RAW TICK] 14:08:47  TSLA    bid=$282.51
  [RAW TICK] 14:08:47  AAPL    bid=$236.59
  [RAW TICK] 14:08:47  MSTR    bid=$139.54
  [RAW TICK] 14:08:47  AAPL    bid=$236.65
  [RAW TICK] 14:08:47  MSTR    bid=$139.3
  [RAW TICK] 14:08:47  COIN    bid=$136.45
  [RAW TICK] 14:08:47  AAPL    bid=$236.64
  [RAW TICK] 14:08:47  NVDA    bid=$910.9
  [RAW TICK] 14:08:47  MSTR    bid=$139.27
  [RAW TICK] 14:08:47  MSTR    bid=$139.07
  [RAW TICK] 14:08:47  COIN    bid=$136.54
  [RAW TICK] 14:08:47  MSTR    bid=$139.26
  [RAW TICK] 14:08:47  MSTR    bid=$139.07
  [RAW TICK] 14:08:47  NVDA    bid=$911.12
  [RAW TICK] 14:08:47  AAPL    bid=$236.54
  [RAW TICK] 14:08:48  AAPL    bid=$236.6
  [RAW TICK] 14:08:48  COIN    bid=$136.31
  [RAW TICK] 14:08:48  TSLA    bid=$282.49
  [RAW TICK] 14:08:48  COIN    bid=$136.22
  [RAW TICK] 14:08:48  AAPL    bid=$236.78
  [RAW TICK] 14:08:48  NVDA    bid=$911.17
  [RAW TICK] 14:08:48  NVDA    bid=$911.32
  [RAW TICK] 14:08:48  AAPL    bid=$237.72

  [THRESHOLD TRIP] AAPL  bid=$237.72  band=$237.17  (mean=236.65, sigma=0.2603, breach=4.11σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 14:08:48  TSLA    bid=$282.51
  [RAW TICK] 14:08:48  COIN    bid=$136.23
  [RAW TICK] 14:08:48  TSLA    bid=$282.41
  [RAW TICK] 14:08:48  AAPL    bid=$237.79
  [RAW TICK] 14:08:48  AAPL    bid=$237.71
  [RAW TICK] 14:08:48  AAPL    bid=$237.46
  [RAW TICK] 14:08:48  AAPL    bid=$237.45
  [RAW TICK] 14:08:48  COIN    bid=$136.05
  [RAW TICK] 14:08:49  NVDA    bid=$911.43
  [RAW TICK] 14:08:49  NVDA    bid=$911.43
  [RAW TICK] 14:08:49  COIN    bid=$136.17
  [RAW TICK] 14:08:49  MSTR    bid=$139.02
  [RAW TICK] 14:08:49  COIN    bid=$136.43
  [RAW TICK] 14:08:49  COIN    bid=$136.5
  [RAW TICK] 14:08:49  NVDA    bid=$911.55
  [RAW TICK] 14:08:49  MSTR    bid=$139.04
  [RAW TICK] 14:08:49  NVDA    bid=$911.46
  [RAW TICK] 14:08:49  MSTR    bid=$138.99
  [RAW TICK] 14:08:49  MSTR    bid=$139.12
  [RAW TICK] 14:08:49  COIN    bid=$136.63
  [RAW TICK] 14:08:49  MSTR    bid=$139.06
  [RAW TICK] 14:08:49  NVDA    bid=$911.38
  [RAW TICK] 14:08:49  MSTR    bid=$139.03
  [RAW TICK] 14:08:49  NVDA    bid=$911.43
  [RAW TICK] 14:08:49  NVDA    bid=$911.38
  [RAW TICK] 14:08:49  TSLA    bid=$282.35
  [RAW TICK] 14:08:49  NVDA    bid=$911.27
  [RAW TICK] 14:08:49  NVDA    bid=$911.24
  [RAW TICK] 14:08:49  AAPL    bid=$237.24
  [RAW TICK] 14:08:49  MSTR    bid=$139.0
  [RAW TICK] 14:08:49  NVDA    bid=$911.34
  [RAW TICK] 14:08:49  MSTR    bid=$139.17
  [RAW TICK] 14:08:50  MSTR    bid=$138.94
  [RAW TICK] 14:08:50  TSLA    bid=$282.34
  [RAW TICK] 14:08:50  AAPL    bid=$237.14
  [RAW TICK] 14:08:50  COIN    bid=$136.66
  [RAW TICK] 14:08:50  COIN    bid=$136.83
  [RAW TICK] 14:08:50  TSLA    bid=$282.18
  [RAW TICK] 14:08:50  NVDA    bid=$911.28
  [RAW TICK] 14:08:50  MSTR    bid=$138.9
  [RAW TICK] 14:08:50  AAPL    bid=$237.28
  [RAW TICK] 14:08:50  COIN    bid=$136.66
  [RAW TICK] 14:08:50  TSLA    bid=$282.18
  [RAW TICK] 14:08:50  TSLA    bid=$281.89
  [RAW TICK] 14:08:50  MSTR    bid=$139.12
  [RAW TICK] 14:08:50  TSLA    bid=$281.73
  [RAW TICK] 14:08:50  MSTR    bid=$138.88
  [RAW TICK] 14:08:50  AAPL    bid=$237.11
  [RAW TICK] 14:08:50  TSLA    bid=$281.75
  [RAW TICK] 14:08:50  NVDA    bid=$911.3
  [RAW TICK] 14:08:50  NVDA    bid=$912.13
  [RAW TICK] 14:08:50  MSTR    bid=$139.26
  [RAW TICK] 14:08:50  TSLA    bid=$281.86
  [RAW TICK] 14:08:50  COIN    bid=$136.75
  [RAW TICK] 14:08:50  TSLA    bid=$281.79
  [RAW TICK] 14:08:50  COIN    bid=$136.61
  [RAW TICK] 14:08:51  AAPL    bid=$236.86
  [RAW TICK] 14:08:51  MSTR    bid=$139.06
  [RAW TICK] 14:08:51  AAPL    bid=$236.57
  [RAW TICK] 14:08:51  TSLA    bid=$282.07
  [RAW TICK] 14:08:51  NVDA    bid=$912.14
  [RAW TICK] 14:08:51  TSLA    bid=$282.1
  [RAW TICK] 14:08:51  MSTR    bid=$139.16
  [RAW TICK] 14:08:51  AAPL    bid=$236.35
  [RAW TICK] 14:08:51  NVDA    bid=$912.57
  [RAW TICK] 14:08:51  TSLA    bid=$282.08
  [RAW TICK] 14:08:51  COIN    bid=$136.38
  [RAW TICK] 14:08:51  MSTR    bid=$138.95
  [RAW TICK] 14:08:51  MSTR    bid=$139.06
  [RAW TICK] 14:08:51  MSTR    bid=$139.21
  [RAW TICK] 14:08:51  NVDA    bid=$912.4
  [RAW TICK] 14:08:51  MSTR    bid=$139.07
  [RAW TICK] 14:08:51  COIN    bid=$136.47
  [RAW TICK] 14:08:51  COIN    bid=$136.48
  [RAW TICK] 14:08:51  MSTR    bid=$139.21
  [RAW TICK] 14:08:51  COIN    bid=$136.52
  [RAW TICK] 14:08:51  AAPL    bid=$236.43
  [RAW TICK] 14:08:51  COIN    bid=$136.53
  [RAW TICK] 14:08:51  NVDA    bid=$912.29
  [RAW TICK] 14:08:51  AAPL    bid=$236.55
  [RAW TICK] 14:08:52  MSTR    bid=$139.59
  [RAW TICK] 14:08:52  NVDA    bid=$911.81
  [RAW TICK] 14:08:52  MSTR    bid=$139.84
  [RAW TICK] 14:08:52  AAPL    bid=$236.7
  [RAW TICK] 14:08:52  MSTR    bid=$140.97
  [RAW TICK] 14:08:52  COIN    bid=$136.65
  [RAW TICK] 14:08:52  TSLA    bid=$282.21
  [RAW TICK] 14:08:52  MSTR    bid=$140.97
  [RAW TICK] 14:08:52  NVDA    bid=$911.47
  [RAW TICK] 14:08:52  MSTR    bid=$140.79
  [RAW TICK] 14:08:52  MSTR    bid=$140.49
  [RAW TICK] 14:08:52  NVDA    bid=$911.28
  [RAW TICK] 14:08:52  AAPL    bid=$236.66
  [RAW TICK] 14:08:52  NVDA    bid=$911.45
  [RAW TICK] 14:08:52  NVDA    bid=$911.82
  [RAW TICK] 14:08:52  TSLA    bid=$282.01
  [RAW TICK] 14:08:52  AAPL    bid=$236.56
  [RAW TICK] 14:08:52  COIN    bid=$136.58
  [RAW TICK] 14:08:52  TSLA    bid=$281.68
  [RAW TICK] 14:08:52  NVDA    bid=$912.01
  [RAW TICK] 14:08:52  AAPL    bid=$236.49
  [RAW TICK] 14:08:52  AAPL    bid=$236.36
  [RAW TICK] 14:08:52  COIN    bid=$136.53
  [RAW TICK] 14:08:52  AAPL    bid=$236.36
  [RAW TICK] 14:08:53  COIN    bid=$136.49
  [RAW TICK] 14:08:53  AAPL    bid=$236.23
  [RAW TICK] 14:08:53  AAPL    bid=$236.09
  [RAW TICK] 14:08:53  COIN    bid=$136.39
  [RAW TICK] 14:08:53  MSTR    bid=$140.59
  [RAW TICK] 14:08:53  AAPL    bid=$235.91
  [RAW TICK] 14:08:53  TSLA    bid=$281.86
  [RAW TICK] 14:08:53  TSLA    bid=$281.93
  [RAW TICK] 14:08:53  TSLA    bid=$281.84
  [RAW TICK] 14:08:53  MSTR    bid=$140.73
  [RAW TICK] 14:08:53  COIN    bid=$136.22
  [RAW TICK] 14:08:53  MSTR    bid=$140.76
  [RAW TICK] 14:08:53  COIN    bid=$137.11
  [RAW TICK] 14:08:53  MSTR    bid=$140.69
  [RAW TICK] 14:08:53  COIN    bid=$137.16
  [RAW TICK] 14:08:53  COIN    bid=$137.23
  [RAW TICK] 14:08:53  COIN    bid=$137.16
  [RAW TICK] 14:08:53  AAPL    bid=$235.76
  [RAW TICK] 14:08:53  AAPL    bid=$235.85
  [RAW TICK] 14:08:53  AAPL    bid=$236.01
  [RAW TICK] 14:08:53  COIN    bid=$136.86
  [RAW TICK] 14:08:53  COIN    bid=$137.04
  [RAW TICK] 14:08:53  COIN    bid=$137.08
  [RAW TICK] 14:08:54  AAPL    bid=$235.94
  [RAW TICK] 14:08:54  NVDA    bid=$911.89
  [RAW TICK] 14:08:54  TSLA    bid=$281.83
  [RAW TICK] 14:08:54  COIN    bid=$136.88
  [RAW TICK] 14:08:54  MSTR    bid=$140.57
  [RAW TICK] 14:08:54  AAPL    bid=$236.15
  [RAW TICK] 14:08:54  COIN    bid=$136.9
  [RAW TICK] 14:08:54  AAPL    bid=$236.1
  [RAW TICK] 14:08:54  AAPL    bid=$235.87
  [RAW TICK] 14:08:54  MSTR    bid=$140.5
  [RAW TICK] 14:08:54  NVDA    bid=$912.13
  [RAW TICK] 14:08:54  TSLA    bid=$281.8
  [RAW TICK] 14:08:54  AAPL    bid=$235.83
  [RAW TICK] 14:08:54  MSTR    bid=$140.14
  [RAW TICK] 14:08:54  NVDA    bid=$912.18
  [RAW TICK] 14:08:54  AAPL    bid=$235.85
  [RAW TICK] 14:08:54  COIN    bid=$136.76
  [RAW TICK] 14:08:54  NVDA    bid=$912.17
  [RAW TICK] 14:08:54  TSLA    bid=$281.79
  [RAW TICK] 14:08:54  MSTR    bid=$139.88
  [RAW TICK] 14:08:54  MSTR    bid=$139.67
  [RAW TICK] 14:08:54  AAPL    bid=$235.69
  [RAW TICK] 14:08:54  NVDA    bid=$911.97
  [RAW TICK] 14:08:55  COIN    bid=$136.74
  [RAW TICK] 14:08:55  NVDA    bid=$912.13
  [RAW TICK] 14:08:55  NVDA    bid=$912.28
  [RAW TICK] 14:08:55  NVDA    bid=$912.24
  [RAW TICK] 14:08:55  AAPL    bid=$235.79
  [RAW TICK] 14:08:55  COIN    bid=$136.71
  [RAW TICK] 14:08:55  MSTR    bid=$139.52
  [RAW TICK] 14:08:55  COIN    bid=$137.05
  [RAW TICK] 14:08:55  NVDA    bid=$912.31
  [RAW TICK] 14:08:55  NVDA    bid=$912.33
  [RAW TICK] 14:08:55  COIN    bid=$137.05
  [RAW TICK] 14:08:55  MSTR    bid=$139.19
  [RAW TICK] 14:08:55  TSLA    bid=$281.87
  [RAW TICK] 14:08:55  MSTR    bid=$139.35
  [RAW TICK] 14:08:55  NVDA    bid=$912.37
  [RAW TICK] 14:08:55  NVDA    bid=$912.64
  [RAW TICK] 14:08:55  AAPL    bid=$235.71
  [RAW TICK] 14:08:55  NVDA    bid=$912.65
  [RAW TICK] 14:08:55  COIN    bid=$136.96
  [RAW TICK] 14:08:55  TSLA    bid=$281.73
  [RAW TICK] 14:08:55  TSLA    bid=$281.88
  [RAW TICK] 14:08:55  MSTR    bid=$139.37
  [RAW TICK] 14:08:55  COIN    bid=$136.81
  [RAW TICK] 14:08:55  MSTR    bid=$139.13
  [RAW TICK] 14:08:56  COIN    bid=$137.04
  [RAW TICK] 14:08:56  AAPL    bid=$235.76
  [RAW TICK] 14:08:56  TSLA    bid=$282.07
  [RAW TICK] 14:08:56  NVDA    bid=$912.86
  [RAW TICK] 14:08:56  AAPL    bid=$235.96
  [RAW TICK] 14:08:56  TSLA    bid=$282.17
  [RAW TICK] 14:08:56  COIN    bid=$137.25
  [RAW TICK] 14:08:56  AAPL    bid=$236.06
  [RAW TICK] 14:08:56  NVDA    bid=$912.66
  [RAW TICK] 14:08:56  TSLA    bid=$282.26
  [RAW TICK] 14:08:56  TSLA    bid=$282.52
  [RAW TICK] 14:08:56  COIN    bid=$137.26
  [RAW TICK] 14:08:56  AAPL    bid=$236.19
  [RAW TICK] 14:08:56  TSLA    bid=$282.6
  [RAW TICK] 14:08:56  COIN    bid=$137.47
  [RAW TICK] 14:08:56  AAPL    bid=$236.26
  [RAW TICK] 14:08:56  NVDA    bid=$912.51
  [RAW TICK] 14:08:56  TSLA    bid=$282.82
  [RAW TICK] 14:08:56  TSLA    bid=$282.75
  [RAW TICK] 14:08:56  MSTR    bid=$139.13
  [RAW TICK] 14:08:56  AAPL    bid=$236.29
  [RAW TICK] 14:08:56  MSTR    bid=$138.97
  [RAW TICK] 14:08:56  MSTR    bid=$139.2
  [RAW TICK] 14:08:57  COIN    bid=$137.29
  [RAW TICK] 14:08:57  TSLA    bid=$282.74
  [RAW TICK] 14:08:57  MSTR    bid=$139.29
  [RAW TICK] 14:08:57  AAPL    bid=$236.47
  [RAW TICK] 14:08:57  MSTR    bid=$139.41
  [RAW TICK] 14:08:57  NVDA    bid=$912.54
  [RAW TICK] 14:08:57  AAPL    bid=$236.42
  [RAW TICK] 14:08:57  COIN    bid=$137.3
  [RAW TICK] 14:08:57  AAPL    bid=$236.59
  [RAW TICK] 14:08:57  MSTR    bid=$139.23
  [RAW TICK] 14:08:57  MSTR    bid=$139.32
  [RAW TICK] 14:08:57  TSLA    bid=$282.72
  [RAW TICK] 14:08:57  AAPL    bid=$236.54
  [RAW TICK] 14:08:57  AAPL    bid=$236.54
  [RAW TICK] 14:08:57  TSLA    bid=$282.96
  [RAW TICK] 14:08:57  COIN    bid=$137.26
  [RAW TICK] 14:08:57  MSTR    bid=$139.41
  [RAW TICK] 14:08:57  AAPL    bid=$236.57
  [RAW TICK] 14:08:57  TSLA    bid=$283.01
  [RAW TICK] 14:08:57  NVDA    bid=$912.58
  [RAW TICK] 14:08:57  MSTR    bid=$139.36
  [RAW TICK] 14:08:57  AAPL    bid=$236.38
  [RAW TICK] 14:08:57  NVDA    bid=$912.7
  [RAW TICK] 14:08:58  AAPL    bid=$236.6
  [RAW TICK] 14:08:58  TSLA    bid=$283.16
  [RAW TICK] 14:08:58  TSLA    bid=$282.96
  [RAW TICK] 14:08:58  TSLA    bid=$283.05
  [RAW TICK] 14:08:58  MSTR    bid=$139.51
  [RAW TICK] 14:08:58  TSLA    bid=$283.2
  [RAW TICK] 14:08:58  MSTR    bid=$139.42
  [RAW TICK] 14:08:58  TSLA    bid=$283.32
  [RAW TICK] 14:08:58  TSLA    bid=$283.25
  [RAW TICK] 14:08:58  TSLA    bid=$283.25
  [RAW TICK] 14:08:58  NVDA    bid=$912.71
  [RAW TICK] 14:08:58  NVDA    bid=$912.58
  [RAW TICK] 14:08:58  MSTR    bid=$139.37
  [RAW TICK] 14:08:58  TSLA    bid=$283.02
  [RAW TICK] 14:08:58  AAPL    bid=$236.85
  [RAW TICK] 14:08:58  AAPL    bid=$236.94
  [RAW TICK] 14:08:58  COIN    bid=$137.32
  [RAW TICK] 14:08:58  MSTR    bid=$139.39
  [RAW TICK] 14:08:58  MSTR    bid=$139.65
  [RAW TICK] 14:08:58  COIN    bid=$137.23
  [RAW TICK] 14:08:58  COIN    bid=$137.15
  [RAW TICK] 14:08:58  MSTR    bid=$139.54
  [RAW TICK] 14:08:58  NVDA    bid=$912.6
  [RAW TICK] 14:08:59  NVDA    bid=$912.32
  [RAW TICK] 14:08:59  NVDA    bid=$912.35
  [RAW TICK] 14:08:59  COIN    bid=$137.12
  [RAW TICK] 14:08:59  MSTR    bid=$139.52
  [RAW TICK] 14:08:59  TSLA    bid=$282.99
  [RAW TICK] 14:08:59  COIN    bid=$137.07
  [RAW TICK] 14:08:59  MSTR    bid=$139.59
  [RAW TICK] 14:08:59  COIN    bid=$136.58
  [RAW TICK] 14:08:59  NVDA    bid=$912.3
  [RAW TICK] 14:08:59  AAPL    bid=$236.94
  [RAW TICK] 14:08:59  MSTR    bid=$139.5
  [RAW TICK] 14:08:59  NVDA    bid=$912.31
  [RAW TICK] 14:08:59  NVDA    bid=$912.13
  [RAW TICK] 14:08:59  COIN    bid=$136.58
  [RAW TICK] 14:08:59  COIN    bid=$136.53
  [RAW TICK] 14:08:59  TSLA    bid=$282.91
  [RAW TICK] 14:08:59  MSTR    bid=$139.59
  [RAW TICK] 14:08:59  MSTR    bid=$139.31
  [RAW TICK] 14:08:59  TSLA    bid=$283.07
  [RAW TICK] 14:08:59  AAPL    bid=$236.89
  [RAW TICK] 14:08:59  MSTR    bid=$139.23
  [RAW TICK] 14:08:59  COIN    bid=$136.81
  [RAW TICK] 14:08:59  NVDA    bid=$912.12
  [RAW TICK] 14:08:59  TSLA    bid=$283.29
  [RAW TICK] 14:09:00  NVDA    bid=$912.01
  [RAW TICK] 14:09:00  COIN    bid=$136.96
  [RAW TICK] 14:09:00  COIN    bid=$136.96
  [RAW TICK] 14:09:00  COIN    bid=$136.94
  [RAW TICK] 14:09:00  NVDA    bid=$912.29
  [RAW TICK] 14:09:00  TSLA    bid=$283.32
  [RAW TICK] 14:09:00  MSTR    bid=$139.14
  [RAW TICK] 14:09:00  AAPL    bid=$236.58
  [RAW TICK] 14:09:00  AAPL    bid=$236.35
  [RAW TICK] 14:09:00  MSTR    bid=$139.19
  [RAW TICK] 14:09:00  AAPL    bid=$236.45
  [RAW TICK] 14:09:00  TSLA    bid=$283.32
  [RAW TICK] 14:09:00  AAPL    bid=$236.39
  [RAW TICK] 14:09:00  COIN    bid=$136.8
  [RAW TICK] 14:09:00  TSLA    bid=$283.15
  [RAW TICK] 14:09:00  MSTR    bid=$139.25
  [RAW TICK] 14:09:00  MSTR    bid=$138.96
  [RAW TICK] 14:09:00  TSLA    bid=$283.26
  [RAW TICK] 14:09:00  COIN    bid=$136.94
  [RAW TICK] 14:09:00  COIN    bid=$136.95
  [RAW TICK] 14:09:00  AAPL    bid=$236.3
  [RAW TICK] 14:09:00  MSTR    bid=$138.9
  [RAW TICK] 14:09:00  TSLA    bid=$283.47
  [RAW TICK] 14:09:01  NVDA    bid=$912.45
  [RAW TICK] 14:09:01  TSLA    bid=$283.39
  [RAW TICK] 14:09:01  MSTR    bid=$138.87
  [RAW TICK] 14:09:01  MSTR    bid=$139.02
  [RAW TICK] 14:09:01  COIN    bid=$137.12
  [RAW TICK] 14:09:01  COIN    bid=$137.31
  [RAW TICK] 14:09:01  MSTR    bid=$139.04
  [RAW TICK] 14:09:01  MSTR    bid=$139.08
  [RAW TICK] 14:09:01  COIN    bid=$137.16
  [RAW TICK] 14:09:01  COIN    bid=$137.07
  [RAW TICK] 14:09:01  TSLA    bid=$283.43
  [RAW TICK] 14:09:01  COIN    bid=$137.05
  [RAW TICK] 14:09:01  TSLA    bid=$283.27
  [RAW TICK] 14:09:01  AAPL    bid=$236.34
  [RAW TICK] 14:09:01  MSTR    bid=$139.03
  [RAW TICK] 14:09:01  COIN    bid=$137.09
  [RAW TICK] 14:09:01  AAPL    bid=$236.41
  [RAW TICK] 14:09:01  AAPL    bid=$236.47
  [RAW TICK] 14:09:01  TSLA    bid=$283.38
  [RAW TICK] 14:09:01  NVDA    bid=$912.21
  [RAW TICK] 14:09:01  NVDA    bid=$912.18
  [RAW TICK] 14:09:01  COIN    bid=$136.76
  [RAW TICK] 14:09:01  COIN    bid=$136.46
  [RAW TICK] 14:09:02  MSTR    bid=$139.36
  [RAW TICK] 14:09:02  TSLA    bid=$283.2
  [RAW TICK] 14:09:02  AAPL    bid=$236.51
  [RAW TICK] 14:09:02  NVDA    bid=$912.06
  [RAW TICK] 14:09:02  TSLA    bid=$283.21
  [RAW TICK] 14:09:02  TSLA    bid=$283.15
  [RAW TICK] 14:09:02  MSTR    bid=$139.43
  [RAW TICK] 14:09:02  NVDA    bid=$911.96
  [RAW TICK] 14:09:02  COIN    bid=$136.45
  [RAW TICK] 14:09:02  TSLA    bid=$283.2
  [RAW TICK] 14:09:02  TSLA    bid=$283.3
  [RAW TICK] 14:09:02  AAPL    bid=$236.5
  [RAW TICK] 14:09:02  TSLA    bid=$283.23
  [RAW TICK] 14:09:02  TSLA    bid=$283.19
  [RAW TICK] 14:09:02  AAPL    bid=$236.5
  [RAW TICK] 14:09:02  MSTR    bid=$139.26
  [RAW TICK] 14:09:02  TSLA    bid=$283.49
  [RAW TICK] 14:09:02  AAPL    bid=$236.84
  [RAW TICK] 14:09:02  NVDA    bid=$911.9
  [RAW TICK] 14:09:02  MSTR    bid=$139.24
  [RAW TICK] 14:09:02  AAPL    bid=$236.81
  [RAW TICK] 14:09:02  TSLA    bid=$283.62
  [RAW TICK] 14:09:02  NVDA    bid=$911.84
  [RAW TICK] 14:09:03  NVDA    bid=$911.82
  [RAW TICK] 14:09:03  MSTR    bid=$139.32
  [RAW TICK] 14:09:03  AAPL    bid=$236.85
  [RAW TICK] 14:09:03  COIN    bid=$136.6
  [RAW TICK] 14:09:03  NVDA    bid=$911.91
  [RAW TICK] 14:09:03  COIN    bid=$136.69
  [RAW TICK] 14:09:03  MSTR    bid=$139.35
  [RAW TICK] 14:09:03  AAPL    bid=$236.74
  [RAW TICK] 14:09:03  NVDA    bid=$912.0
  [RAW TICK] 14:09:03  MSTR    bid=$139.19
  [RAW TICK] 14:09:03  TSLA    bid=$283.59
  [RAW TICK] 14:09:03  AAPL    bid=$236.67
  [RAW TICK] 14:09:03  NVDA    bid=$912.19
  [RAW TICK] 14:09:03  AAPL    bid=$236.46
  [RAW TICK] 14:09:03  TSLA    bid=$283.49
  [RAW TICK] 14:09:03  MSTR    bid=$139.37
  [RAW TICK] 14:09:03  COIN    bid=$136.54
  [RAW TICK] 14:09:03  AAPL    bid=$236.42
  [RAW TICK] 14:09:03  AAPL    bid=$236.62
  [RAW TICK] 14:09:03  NVDA    bid=$912.07
  [RAW TICK] 14:09:03  NVDA    bid=$911.99
  [RAW TICK] 14:09:03  MSTR    bid=$139.37
  [RAW TICK] 14:09:03  COIN    bid=$136.65
  [RAW TICK] 14:09:03  NVDA    bid=$912.06
  [RAW TICK] 14:09:04  NVDA    bid=$912.05
  [RAW TICK] 14:09:04  NVDA    bid=$912.05
  [RAW TICK] 14:09:04  MSTR    bid=$139.16
  [RAW TICK] 14:09:04  TSLA    bid=$283.42
  [RAW TICK] 14:09:04  AAPL    bid=$236.79
  [RAW TICK] 14:09:04  COIN    bid=$136.95
  [RAW TICK] 14:09:04  AAPL    bid=$236.75
  [RAW TICK] 14:09:04  NVDA    bid=$912.1
  [RAW TICK] 14:09:04  MSTR    bid=$139.37
  [RAW TICK] 14:09:04  MSTR    bid=$139.39
  [RAW TICK] 14:09:04  AAPL    bid=$236.75
  [RAW TICK] 14:09:04  MSTR    bid=$139.58
  [RAW TICK] 14:09:04  COIN    bid=$137.08
  [RAW TICK] 14:09:04  AAPL    bid=$236.42
  [RAW TICK] 14:09:04  TSLA    bid=$283.45
  [RAW TICK] 14:09:04  TSLA    bid=$283.6
  [RAW TICK] 14:09:04  AAPL    bid=$236.38
  [RAW TICK] 14:09:04  NVDA    bid=$911.95
  [RAW TICK] 14:09:04  MSTR    bid=$139.36
  [RAW TICK] 14:09:04  MSTR    bid=$139.16
  [RAW TICK] 14:09:04  COIN    bid=$137.01
  [RAW TICK] 14:09:04  COIN    bid=$136.85
  [RAW TICK] 14:09:04  MSTR    bid=$139.06
  [RAW TICK] 14:09:05  AAPL    bid=$236.52
  [RAW TICK] 14:09:05  NVDA    bid=$911.93
  [RAW TICK] 14:09:05  NVDA    bid=$912.08
  [RAW TICK] 14:09:05  COIN    bid=$136.8
  [RAW TICK] 14:09:05  AAPL    bid=$236.32
  [RAW TICK] 14:09:05  COIN    bid=$136.82
  [RAW TICK] 14:09:05  NVDA    bid=$912.14
  [RAW TICK] 14:09:05  COIN    bid=$136.67
  [RAW TICK] 14:09:05  COIN    bid=$136.59
  [RAW TICK] 14:09:05  AAPL    bid=$236.26
  [RAW TICK] 14:09:05  COIN    bid=$136.57
  [RAW TICK] 14:09:05  NVDA    bid=$912.14
  [RAW TICK] 14:09:05  TSLA    bid=$283.67
  [RAW TICK] 14:09:05  TSLA    bid=$283.85
  [RAW TICK] 14:09:05  COIN    bid=$136.56
  [RAW TICK] 14:09:05  MSTR    bid=$139.03
