  Session log : spot_check_logs\log2.txt  (started 2026-06-01 13:58:52)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 13:59:33  COIN    bid=$107.23
  [RAW TICK] 13:59:33  AAPL    bid=$200.25
  [RAW TICK] 13:59:33  COIN    bid=$107.15
  [RAW TICK] 13:59:33  AAPL    bid=$200.11
  [RAW TICK] 13:59:33  COIN    bid=$107.11
  [RAW TICK] 13:59:33  TSLA    bid=$251.11
  [RAW TICK] 13:59:33  AAPL    bid=$199.93
  [RAW TICK] 13:59:33  NVDA    bid=$886.11
  [RAW TICK] 13:59:33  AAPL    bid=$199.86
  [RAW TICK] 13:59:33  COIN    bid=$107.12
  [RAW TICK] 13:59:33  COIN    bid=$107.13
  [RAW TICK] 13:59:33  AAPL    bid=$199.87
  [RAW TICK] 13:59:33  TSLA    bid=$251.41
  [RAW TICK] 13:59:33  AAPL    bid=$199.88
  [RAW TICK] 13:59:33  AAPL    bid=$199.76
  [RAW TICK] 13:59:33  AAPL    bid=$199.94
  [RAW TICK] 13:59:33  MSTR    bid=$104.29
  [RAW TICK] 13:59:33  AAPL    bid=$199.59
  [RAW TICK] 13:59:33  TSLA    bid=$251.66
  [RAW TICK] 13:59:33  COIN    bid=$107.08
  [RAW TICK] 13:59:33  AAPL    bid=$199.5
  [RAW TICK] 13:59:34  AAPL    bid=$199.2
  [RAW TICK] 13:59:34  COIN    bid=$106.63
  [RAW TICK] 13:59:34  NVDA    bid=$885.79
  [RAW TICK] 13:59:34  AAPL    bid=$199.1
  [RAW TICK] 13:59:34  COIN    bid=$106.62
  [RAW TICK] 13:59:34  COIN    bid=$106.45
  [RAW TICK] 13:59:34  TSLA    bid=$251.55
  [RAW TICK] 13:59:34  AAPL    bid=$198.93
  [RAW TICK] 13:59:34  TSLA    bid=$251.8
  [RAW TICK] 13:59:34  NVDA    bid=$885.91
  [RAW TICK] 13:59:34  AAPL    bid=$198.74
  [RAW TICK] 13:59:34  COIN    bid=$106.27
  [RAW TICK] 13:59:34  COIN    bid=$106.13
  [RAW TICK] 13:59:34  TSLA    bid=$251.75
  [RAW TICK] 13:59:34  COIN    bid=$106.18
  [RAW TICK] 13:59:34  MSTR    bid=$104.2
  [RAW TICK] 13:59:34  COIN    bid=$106.09
  [RAW TICK] 13:59:34  NVDA    bid=$886.11
  [RAW TICK] 13:59:34  TSLA    bid=$251.79
  [RAW TICK] 13:59:34  AAPL    bid=$198.9
  [RAW TICK] 13:59:34  MSTR    bid=$104.18
  [RAW TICK] 13:59:34  COIN    bid=$106.17
  [RAW TICK] 13:59:34  COIN    bid=$106.22
  [RAW TICK] 13:59:34  NVDA    bid=$886.36
  [RAW TICK] 13:59:35  MSTR    bid=$104.17
  [RAW TICK] 13:59:35  NVDA    bid=$886.37
  [RAW TICK] 13:59:35  AAPL    bid=$198.94
  [RAW TICK] 13:59:35  TSLA    bid=$251.82
  [RAW TICK] 13:59:35  MSTR    bid=$104.08
  [RAW TICK] 13:59:35  TSLA    bid=$252.03
  [RAW TICK] 13:59:35  TSLA    bid=$252.17
  [RAW TICK] 13:59:35  COIN    bid=$106.42
  [RAW TICK] 13:59:35  COIN    bid=$106.41
  [RAW TICK] 13:59:35  COIN    bid=$106.49
  [RAW TICK] 13:59:35  COIN    bid=$106.24
  [RAW TICK] 13:59:35  AAPL    bid=$198.96
  [RAW TICK] 13:59:35  NVDA    bid=$886.36
  [RAW TICK] 13:59:35  COIN    bid=$106.15
  [RAW TICK] 13:59:35  AAPL    bid=$198.83
  [RAW TICK] 13:59:35  NVDA    bid=$886.38
  [RAW TICK] 13:59:35  AAPL    bid=$198.76
  [RAW TICK] 13:59:35  TSLA    bid=$252.43
  [RAW TICK] 13:59:35  COIN    bid=$106.09
  [RAW TICK] 13:59:35  TSLA    bid=$252.49
  [RAW TICK] 13:59:35  MSTR    bid=$104.18
  [RAW TICK] 13:59:35  COIN    bid=$106.35
  [RAW TICK] 13:59:35  NVDA    bid=$886.28
  [RAW TICK] 13:59:35  NVDA    bid=$886.28
  [RAW TICK] 13:59:36  AAPL    bid=$198.9
  [RAW TICK] 13:59:36  COIN    bid=$106.35
  [RAW TICK] 13:59:36  MSTR    bid=$104.22
  [RAW TICK] 13:59:36  MSTR    bid=$104.1
  [RAW TICK] 13:59:36  MSTR    bid=$103.94
  [RAW TICK] 13:59:36  COIN    bid=$106.37
  [RAW TICK] 13:59:36  MSTR    bid=$104.93
  [RAW TICK] 13:59:36  NVDA    bid=$886.15
  [RAW TICK] 13:59:36  AAPL    bid=$198.97
  [RAW TICK] 13:59:36  TSLA    bid=$252.6
  [RAW TICK] 13:59:36  AAPL    bid=$198.78
  [RAW TICK] 13:59:36  COIN    bid=$106.42
  [RAW TICK] 13:59:36  NVDA    bid=$886.05
  [RAW TICK] 13:59:36  AAPL    bid=$198.67
  [RAW TICK] 13:59:36  NVDA    bid=$886.17
  [RAW TICK] 13:59:36  NVDA    bid=$887.41
  [RAW TICK] 13:59:36  NVDA    bid=$887.06
  [RAW TICK] 13:59:36  TSLA    bid=$252.92
  [RAW TICK] 13:59:36  NVDA    bid=$886.93
  [RAW TICK] 13:59:36  MSTR    bid=$104.76
  [RAW TICK] 13:59:36  AAPL    bid=$198.69
  [RAW TICK] 13:59:36  COIN    bid=$106.59
  [RAW TICK] 13:59:36  COIN    bid=$106.71
  [RAW TICK] 13:59:36  AAPL    bid=$198.53
  [RAW TICK] 13:59:36  TSLA    bid=$253.07
  [RAW TICK] 13:59:37  MSTR    bid=$104.69
  [RAW TICK] 13:59:37  MSTR    bid=$104.73
  [RAW TICK] 13:59:37  AAPL    bid=$198.32
  [RAW TICK] 13:59:37  NVDA    bid=$886.57
  [RAW TICK] 13:59:37  TSLA    bid=$252.68
  [RAW TICK] 13:59:37  TSLA    bid=$252.61
  [RAW TICK] 13:59:37  COIN    bid=$106.84
  [RAW TICK] 13:59:37  MSTR    bid=$105.01
  [RAW TICK] 13:59:37  NVDA    bid=$886.53
  [RAW TICK] 13:59:37  COIN    bid=$106.98
  [RAW TICK] 13:59:37  COIN    bid=$106.82
  [RAW TICK] 13:59:37  NVDA    bid=$886.35
  [RAW TICK] 13:59:37  AAPL    bid=$198.53
  [RAW TICK] 13:59:37  MSTR    bid=$104.64
  [RAW TICK] 13:59:37  AAPL    bid=$198.67
  [RAW TICK] 13:59:37  AAPL    bid=$198.34
  [RAW TICK] 13:59:37  COIN    bid=$106.53
  [RAW TICK] 13:59:37  MSTR    bid=$104.57
  [RAW TICK] 13:59:37  AAPL    bid=$198.5
  [RAW TICK] 13:59:37  NVDA    bid=$886.6
  [RAW TICK] 13:59:37  MSTR    bid=$104.5
  [RAW TICK] 13:59:37  COIN    bid=$106.58
  [RAW TICK] 13:59:37  AAPL    bid=$198.5
  [RAW TICK] 13:59:37  TSLA    bid=$252.48
  [RAW TICK] 13:59:38  NVDA    bid=$886.59
  [RAW TICK] 13:59:38  COIN    bid=$106.78
  [RAW TICK] 13:59:38  TSLA    bid=$252.34
  [RAW TICK] 13:59:38  NVDA    bid=$886.85
  [RAW TICK] 13:59:38  AAPL    bid=$199.81
  [RAW TICK] 13:59:38  COIN    bid=$106.86
  [RAW TICK] 13:59:38  TSLA    bid=$252.51
  [RAW TICK] 13:59:38  NVDA    bid=$887.04
  [RAW TICK] 13:59:38  NVDA    bid=$887.08
  [RAW TICK] 13:59:38  NVDA    bid=$887.22
  [RAW TICK] 13:59:38  NVDA    bid=$887.64
  [RAW TICK] 13:59:38  TSLA    bid=$252.44
  [RAW TICK] 13:59:38  MSTR    bid=$104.64
  [RAW TICK] 13:59:38  TSLA    bid=$252.56
  [RAW TICK] 13:59:38  COIN    bid=$106.82
  [RAW TICK] 13:59:38  COIN    bid=$107.04
  [RAW TICK] 13:59:38  MSTR    bid=$104.56
  [RAW TICK] 13:59:38  NVDA    bid=$887.74
  [RAW TICK] 13:59:38  COIN    bid=$107.12
  [RAW TICK] 13:59:38  TSLA    bid=$252.78
  [RAW TICK] 13:59:38  COIN    bid=$107.36
  [RAW TICK] 13:59:38  NVDA    bid=$887.62
  [RAW TICK] 13:59:38  NVDA    bid=$887.92
  [RAW TICK] 13:59:38  AAPL    bid=$199.83
  [RAW TICK] 13:59:39  COIN    bid=$107.22
  [RAW TICK] 13:59:39  NVDA    bid=$888.17
  [RAW TICK] 13:59:39  COIN    bid=$107.39
  [RAW TICK] 13:59:39  AAPL    bid=$199.91
  [RAW TICK] 13:59:39  COIN    bid=$107.45
  [RAW TICK] 13:59:39  TSLA    bid=$253.05
  [RAW TICK] 13:59:39  COIN    bid=$107.44
  [RAW TICK] 13:59:39  NVDA    bid=$888.15
  [RAW TICK] 13:59:39  TSLA    bid=$252.9
  [RAW TICK] 13:59:39  MSTR    bid=$104.38
  [RAW TICK] 13:59:39  MSTR    bid=$104.14
  [RAW TICK] 13:59:39  NVDA    bid=$888.15
  [RAW TICK] 13:59:39  MSTR    bid=$104.31
  [RAW TICK] 13:59:39  COIN    bid=$107.58
  [RAW TICK] 13:59:39  TSLA    bid=$253.06
  [RAW TICK] 13:59:39  COIN    bid=$107.63
  [RAW TICK] 13:59:39  AAPL    bid=$200.1
  [RAW TICK] 13:59:39  NVDA    bid=$888.38
  [RAW TICK] 13:59:39  MSTR    bid=$104.43
  [RAW TICK] 13:59:39  TSLA    bid=$253.11
  [RAW TICK] 13:59:39  NVDA    bid=$888.47
  [RAW TICK] 13:59:39  MSTR    bid=$104.5
  [RAW TICK] 13:59:39  NVDA    bid=$888.32
  [RAW TICK] 13:59:39  TSLA    bid=$253.33
  [RAW TICK] 13:59:40  MSTR    bid=$104.52
  [RAW TICK] 13:59:40  MSTR    bid=$104.58
  [RAW TICK] 13:59:40  NVDA    bid=$888.1
  [RAW TICK] 13:59:40  NVDA    bid=$888.05
  [RAW TICK] 13:59:40  NVDA    bid=$888.01
  [RAW TICK] 13:59:40  NVDA    bid=$888.19
  [RAW TICK] 13:59:40  NVDA    bid=$888.16
  [RAW TICK] 13:59:40  TSLA    bid=$253.22
  [RAW TICK] 13:59:40  COIN    bid=$107.78
  [RAW TICK] 13:59:40  NVDA    bid=$888.02
  [RAW TICK] 13:59:40  TSLA    bid=$253.33
  [RAW TICK] 13:59:40  TSLA    bid=$253.18
  [RAW TICK] 13:59:40  AAPL    bid=$199.91
  [RAW TICK] 13:59:40  MSTR    bid=$104.52
  [RAW TICK] 13:59:40  AAPL    bid=$199.53
  [RAW TICK] 13:59:40  AAPL    bid=$199.49
  [RAW TICK] 13:59:40  COIN    bid=$107.88
  [RAW TICK] 13:59:40  TSLA    bid=$253.22
  [RAW TICK] 13:59:40  TSLA    bid=$253.44
  [RAW TICK] 13:59:40  MSTR    bid=$104.47
  [RAW TICK] 13:59:40  AAPL    bid=$199.34
  [RAW TICK] 13:59:40  COIN    bid=$107.78
  [RAW TICK] 13:59:40  COIN    bid=$107.85
  [RAW TICK] 13:59:40  COIN    bid=$107.78
  [RAW TICK] 13:59:41  MSTR    bid=$104.46
  [RAW TICK] 13:59:41  MSTR    bid=$104.55
  [RAW TICK] 13:59:41  COIN    bid=$107.82
  [RAW TICK] 13:59:41  AAPL    bid=$199.37
  [RAW TICK] 13:59:41  AAPL    bid=$199.29
  [RAW TICK] 13:59:41  AAPL    bid=$199.45
  [RAW TICK] 13:59:41  NVDA    bid=$887.87
  [RAW TICK] 13:59:41  TSLA    bid=$253.43
  [RAW TICK] 13:59:41  TSLA    bid=$253.49
  [RAW TICK] 13:59:41  TSLA    bid=$253.31
  [RAW TICK] 13:59:41  AAPL    bid=$199.36
  [RAW TICK] 13:59:41  TSLA    bid=$253.42
  [RAW TICK] 13:59:41  MSTR    bid=$104.41
  [RAW TICK] 13:59:41  NVDA    bid=$887.98
  [RAW TICK] 13:59:41  NVDA    bid=$888.22
  [RAW TICK] 13:59:41  NVDA    bid=$888.14
  [RAW TICK] 13:59:41  MSTR    bid=$104.49
  [RAW TICK] 13:59:41  MSTR    bid=$104.48
  [RAW TICK] 13:59:41  COIN    bid=$109.18
  [RAW TICK] 13:59:41  MSTR    bid=$104.4
  [RAW TICK] 13:59:41  AAPL    bid=$199.34
  [RAW TICK] 13:59:41  TSLA    bid=$253.46
  [RAW TICK] 13:59:41  NVDA    bid=$888.21
  [RAW TICK] 13:59:41  NVDA    bid=$888.1
  [RAW TICK] 13:59:42  COIN    bid=$109.29
  [RAW TICK] 13:59:42  COIN    bid=$109.14
  [RAW TICK] 13:59:42  MSTR    bid=$104.38
  [RAW TICK] 13:59:42  NVDA    bid=$888.03
  [RAW TICK] 13:59:42  MSTR    bid=$104.55
  [RAW TICK] 13:59:42  NVDA    bid=$888.01
  [RAW TICK] 13:59:42  COIN    bid=$109.09
  [RAW TICK] 13:59:42  COIN    bid=$109.24
  [RAW TICK] 13:59:42  TSLA    bid=$253.42
  [RAW TICK] 13:59:42  TSLA    bid=$253.45
  [RAW TICK] 13:59:42  NVDA    bid=$888.04
  [RAW TICK] 13:59:42  MSTR    bid=$104.41
  [RAW TICK] 13:59:42  NVDA    bid=$887.96
  [RAW TICK] 13:59:42  AAPL    bid=$199.21
  [RAW TICK] 13:59:42  TSLA    bid=$253.66
  [RAW TICK] 13:59:42  TSLA    bid=$253.82
  [RAW TICK] 13:59:42  AAPL    bid=$200.47
  [RAW TICK] 13:59:42  TSLA    bid=$254.15
  [RAW TICK] 13:59:42  TSLA    bid=$254.08
  [RAW TICK] 13:59:42  MSTR    bid=$104.35
  [RAW TICK] 13:59:42  TSLA    bid=$254.11
  [RAW TICK] 13:59:42  MSTR    bid=$104.24
  [RAW TICK] 13:59:42  AAPL    bid=$200.2
  [RAW TICK] 13:59:42  COIN    bid=$109.4
  [RAW TICK] 13:59:43  COIN    bid=$109.34
  [RAW TICK] 13:59:43  AAPL    bid=$200.28
  [RAW TICK] 13:59:43  TSLA    bid=$254.21
  [RAW TICK] 13:59:43  NVDA    bid=$888.14
  [RAW TICK] 13:59:43  COIN    bid=$109.26
  [RAW TICK] 13:59:43  NVDA    bid=$888.17
  [RAW TICK] 13:59:43  COIN    bid=$109.22
  [RAW TICK] 13:59:43  NVDA    bid=$888.05
  [RAW TICK] 13:59:43  TSLA    bid=$254.11
  [RAW TICK] 13:59:43  AAPL    bid=$200.12
  [RAW TICK] 13:59:43  AAPL    bid=$200.13
  [RAW TICK] 13:59:43  NVDA    bid=$887.88
  [RAW TICK] 13:59:43  COIN    bid=$109.33
  [RAW TICK] 13:59:43  COIN    bid=$109.26
  [RAW TICK] 13:59:43  COIN    bid=$109.37
  [RAW TICK] 13:59:43  TSLA    bid=$254.36
  [RAW TICK] 13:59:43  MSTR    bid=$104.45
  [RAW TICK] 13:59:43  TSLA    bid=$255.43
  [RAW TICK] 13:59:43  COIN    bid=$109.41
  [RAW TICK] 13:59:43  COIN    bid=$109.74
  [RAW TICK] 13:59:43  NVDA    bid=$887.85
  [RAW TICK] 13:59:43  AAPL    bid=$200.26
  [RAW TICK] 13:59:43  NVDA    bid=$887.74
  [RAW TICK] 13:59:43  MSTR    bid=$104.85
  [RAW TICK] 13:59:44  AAPL    bid=$200.18
  [RAW TICK] 13:59:44  AAPL    bid=$199.97
  [RAW TICK] 13:59:44  MSTR    bid=$104.86
  [RAW TICK] 13:59:44  MSTR    bid=$104.87
  [RAW TICK] 13:59:44  NVDA    bid=$887.88
  [RAW TICK] 13:59:44  TSLA    bid=$255.46
  [RAW TICK] 13:59:44  TSLA    bid=$255.43
  [RAW TICK] 13:59:44  MSTR    bid=$104.75
  [RAW TICK] 13:59:44  NVDA    bid=$887.97
  [RAW TICK] 13:59:44  AAPL    bid=$199.97
  [RAW TICK] 13:59:44  NVDA    bid=$887.9
  [RAW TICK] 13:59:44  COIN    bid=$109.69
  [RAW TICK] 13:59:44  AAPL    bid=$199.9
  [RAW TICK] 13:59:44  NVDA    bid=$887.89
  [RAW TICK] 13:59:44  MSTR    bid=$104.74
  [RAW TICK] 13:59:44  MSTR    bid=$104.55
  [RAW TICK] 13:59:44  TSLA    bid=$255.39
  [RAW TICK] 13:59:44  COIN    bid=$109.62
  [RAW TICK] 13:59:44  TSLA    bid=$255.21
  [RAW TICK] 13:59:44  MSTR    bid=$104.67
  [RAW TICK] 13:59:44  COIN    bid=$109.75
  [RAW TICK] 13:59:44  MSTR    bid=$104.68
  [RAW TICK] 13:59:44  COIN    bid=$109.51
  [RAW TICK] 13:59:44  MSTR    bid=$104.55
  [RAW TICK] 13:59:45  AAPL    bid=$200.24
  [RAW TICK] 13:59:45  AAPL    bid=$200.17
  [RAW TICK] 13:59:45  TSLA    bid=$255.17
  [RAW TICK] 13:59:45  MSTR    bid=$104.62
  [RAW TICK] 13:59:45  TSLA    bid=$255.33
  [RAW TICK] 13:59:45  TSLA    bid=$255.5
  [RAW TICK] 13:59:45  AAPL    bid=$200.33
  [RAW TICK] 13:59:45  NVDA    bid=$888.02
  [RAW TICK] 13:59:45  AAPL    bid=$200.4
  [RAW TICK] 13:59:45  AAPL    bid=$200.27
  [RAW TICK] 13:59:45  MSTR    bid=$104.47
  [RAW TICK] 13:59:45  TSLA    bid=$255.54
  [RAW TICK] 13:59:45  MSTR    bid=$104.36
  [RAW TICK] 13:59:45  AAPL    bid=$200.13
  [RAW TICK] 13:59:45  MSTR    bid=$104.68
  [RAW TICK] 13:59:45  MSTR    bid=$104.7
  [RAW TICK] 13:59:45  COIN    bid=$109.67
  [RAW TICK] 13:59:45  MSTR    bid=$106.02
  [RAW TICK] 13:59:45  MSTR    bid=$106.08
  [RAW TICK] 13:59:45  COIN    bid=$109.61
  [RAW TICK] 13:59:45  COIN    bid=$109.61
  [RAW TICK] 13:59:45  MSTR    bid=$105.92
  [RAW TICK] 13:59:45  MSTR    bid=$106.17
  [RAW TICK] 13:59:45  AAPL    bid=$200.18
  [RAW TICK] 13:59:46  NVDA    bid=$888.01
  [RAW TICK] 13:59:46  COIN    bid=$109.54
  [RAW TICK] 13:59:46  AAPL    bid=$200.37
  [RAW TICK] 13:59:46  AAPL    bid=$200.35
  [RAW TICK] 13:59:46  TSLA    bid=$255.62
  [RAW TICK] 13:59:46  AAPL    bid=$200.32
  [RAW TICK] 13:59:46  COIN    bid=$109.64
  [RAW TICK] 13:59:46  AAPL    bid=$200.46
  [RAW TICK] 13:59:46  AAPL    bid=$200.37
  [RAW TICK] 13:59:46  MSTR    bid=$106.49
  [RAW TICK] 13:59:46  AAPL    bid=$200.51
  [RAW TICK] 13:59:46  NVDA    bid=$887.97
  [RAW TICK] 13:59:46  TSLA    bid=$255.68
  [RAW TICK] 13:59:46  COIN    bid=$109.71
  [RAW TICK] 13:59:46  MSTR    bid=$106.53
  [RAW TICK] 13:59:46  MSTR    bid=$106.77
  [RAW TICK] 13:59:46  NVDA    bid=$887.95
  [RAW TICK] 13:59:46  TSLA    bid=$255.86
  [RAW TICK] 13:59:46  AAPL    bid=$200.46
  [RAW TICK] 13:59:46  NVDA    bid=$888.12
  [RAW TICK] 13:59:46  NVDA    bid=$888.06
  [RAW TICK] 13:59:46  AAPL    bid=$200.44
  [RAW TICK] 13:59:46  COIN    bid=$109.59
  [RAW TICK] 13:59:46  TSLA    bid=$255.78
  [RAW TICK] 13:59:47  MSTR    bid=$106.92
  [RAW TICK] 13:59:47  MSTR    bid=$107.15
  [RAW TICK] 13:59:47  TSLA    bid=$255.86
  [RAW TICK] 13:59:47  TSLA    bid=$255.86
  [RAW TICK] 13:59:47  TSLA    bid=$256.04
  [RAW TICK] 13:59:47  MSTR    bid=$107.04
  [RAW TICK] 13:59:47  MSTR    bid=$107.15
  [RAW TICK] 13:59:47  NVDA    bid=$888.17
  [RAW TICK] 13:59:47  TSLA    bid=$256.28
  [RAW TICK] 13:59:47  COIN    bid=$109.58
  [RAW TICK] 13:59:47  COIN    bid=$109.71
  [RAW TICK] 13:59:47  NVDA    bid=$888.08
  [RAW TICK] 13:59:47  COIN    bid=$109.72
  [RAW TICK] 13:59:47  AAPL    bid=$200.44
  [RAW TICK] 13:59:47  COIN    bid=$110.8
  [RAW TICK] 13:59:47  TSLA    bid=$256.09
  [RAW TICK] 13:59:47  TSLA    bid=$256.11
  [RAW TICK] 13:59:47  MSTR    bid=$107.0
  [RAW TICK] 13:59:47  MSTR    bid=$106.97
  [RAW TICK] 13:59:47  TSLA    bid=$256.03
  [RAW TICK] 13:59:47  TSLA    bid=$256.14
  [RAW TICK] 13:59:47  MSTR    bid=$106.77
  [RAW TICK] 13:59:47  MSTR    bid=$106.65
  [RAW TICK] 13:59:47  COIN    bid=$110.84
  [RAW TICK] 13:59:48  COIN    bid=$110.84
  [RAW TICK] 13:59:48  COIN    bid=$111.06
  [RAW TICK] 13:59:48  COIN    bid=$111.02
  [RAW TICK] 13:59:48  NVDA    bid=$888.0
  [RAW TICK] 13:59:48  AAPL    bid=$200.49
  [RAW TICK] 13:59:48  COIN    bid=$111.2
  [RAW TICK] 13:59:48  COIN    bid=$111.12
  [RAW TICK] 13:59:48  TSLA    bid=$256.1
  [RAW TICK] 13:59:48  COIN    bid=$111.03
  [RAW TICK] 13:59:48  NVDA    bid=$888.02
  [RAW TICK] 13:59:48  AAPL    bid=$200.31
  [RAW TICK] 13:59:48  NVDA    bid=$887.99
  [RAW TICK] 13:59:48  AAPL    bid=$200.61
  [RAW TICK] 13:59:48  MSTR    bid=$106.5
  [RAW TICK] 13:59:48  TSLA    bid=$256.16
  [RAW TICK] 13:59:48  TSLA    bid=$256.27
  [RAW TICK] 13:59:48  MSTR    bid=$106.55
  [RAW TICK] 13:59:48  TSLA    bid=$256.22
  [RAW TICK] 13:59:48  MSTR    bid=$106.56
  [RAW TICK] 13:59:48  COIN    bid=$111.05
  [RAW TICK] 13:59:48  NVDA    bid=$888.23
  [RAW TICK] 13:59:48  COIN    bid=$111.18
  [RAW TICK] 13:59:48  TSLA    bid=$256.27
  [RAW TICK] 13:59:48  NVDA    bid=$888.04
  [RAW TICK] 13:59:49  TSLA    bid=$256.27
  [RAW TICK] 13:59:49  COIN    bid=$110.93
  [RAW TICK] 13:59:49  TSLA    bid=$256.36
  [RAW TICK] 13:59:49  COIN    bid=$110.96
  [RAW TICK] 13:59:49  TSLA    bid=$256.46
  [RAW TICK] 13:59:49  MSTR    bid=$106.58
  [RAW TICK] 13:59:49  TSLA    bid=$256.54
  [RAW TICK] 13:59:49  AAPL    bid=$200.51
  [RAW TICK] 13:59:49  TSLA    bid=$256.64
  [RAW TICK] 13:59:49  MSTR    bid=$107.52
  [RAW TICK] 13:59:49  NVDA    bid=$887.95
  [RAW TICK] 13:59:49  NVDA    bid=$888.47
  [RAW TICK] 13:59:49  COIN    bid=$112.08
  [RAW TICK] 13:59:49  COIN    bid=$112.05
  [RAW TICK] 13:59:49  TSLA    bid=$256.6
  [RAW TICK] 13:59:49  NVDA    bid=$888.41
  [RAW TICK] 13:59:49  MSTR    bid=$107.25
  [RAW TICK] 13:59:49  COIN    bid=$112.03
  [RAW TICK] 13:59:49  COIN    bid=$111.86
  [RAW TICK] 13:59:49  TSLA    bid=$256.48
  [RAW TICK] 13:59:49  COIN    bid=$111.87
  [RAW TICK] 13:59:49  TSLA    bid=$256.4
  [RAW TICK] 13:59:49  NVDA    bid=$888.33
  [RAW TICK] 13:59:49  TSLA    bid=$256.58
  [RAW TICK] 13:59:50  TSLA    bid=$256.52
  [RAW TICK] 13:59:50  NVDA    bid=$888.47
  [RAW TICK] 13:59:50  NVDA    bid=$888.28
  [RAW TICK] 13:59:50  COIN    bid=$111.99
  [RAW TICK] 13:59:50  NVDA    bid=$888.2
  [RAW TICK] 13:59:50  COIN    bid=$112.04
  [RAW TICK] 13:59:50  MSTR    bid=$107.04
  [RAW TICK] 13:59:50  COIN    bid=$111.93
  [RAW TICK] 13:59:50  COIN    bid=$112.28
  [RAW TICK] 13:59:50  NVDA    bid=$888.21
  [RAW TICK] 13:59:50  AAPL    bid=$200.56
  [RAW TICK] 13:59:50  NVDA    bid=$888.06
  [RAW TICK] 13:59:50  AAPL    bid=$200.42
  [RAW TICK] 13:59:50  NVDA    bid=$888.11
  [RAW TICK] 13:59:50  TSLA    bid=$256.33
  [RAW TICK] 13:59:50  MSTR    bid=$106.85
  [RAW TICK] 13:59:50  NVDA    bid=$888.22
  [RAW TICK] 13:59:50  MSTR    bid=$106.93
  [RAW TICK] 13:59:50  NVDA    bid=$888.13
  [RAW TICK] 13:59:50  NVDA    bid=$887.98
  [RAW TICK] 13:59:50  AAPL    bid=$200.51
  [RAW TICK] 13:59:50  TSLA    bid=$256.27
  [RAW TICK] 13:59:50  TSLA    bid=$256.23
  [RAW TICK] 13:59:50  NVDA    bid=$887.79
  [RAW TICK] 13:59:51  MSTR    bid=$108.2
  [RAW TICK] 13:59:51  AAPL    bid=$200.28
  [RAW TICK] 13:59:51  AAPL    bid=$200.24
  [RAW TICK] 13:59:51  COIN    bid=$112.25
  [RAW TICK] 13:59:51  MSTR    bid=$108.06
  [RAW TICK] 13:59:51  MSTR    bid=$108.15
  [RAW TICK] 13:59:51  MSTR    bid=$108.26
  [RAW TICK] 13:59:51  MSTR    bid=$108.24
  [RAW TICK] 13:59:51  MSTR    bid=$108.37
  [RAW TICK] 13:59:51  NVDA    bid=$888.08
  [RAW TICK] 13:59:51  AAPL    bid=$200.0
  [RAW TICK] 13:59:51  NVDA    bid=$888.21
  [RAW TICK] 13:59:51  NVDA    bid=$888.25
  [RAW TICK] 13:59:51  MSTR    bid=$108.25
  [RAW TICK] 13:59:51  TSLA    bid=$256.16
  [RAW TICK] 13:59:51  MSTR    bid=$108.38
  [RAW TICK] 13:59:51  NVDA    bid=$888.18
  [RAW TICK] 13:59:51  COIN    bid=$112.18
  [RAW TICK] 13:59:51  TSLA    bid=$256.18
  [RAW TICK] 13:59:51  NVDA    bid=$888.37
  [RAW TICK] 13:59:51  MSTR    bid=$108.53
  [RAW TICK] 13:59:51  TSLA    bid=$256.24
  [RAW TICK] 13:59:51  AAPL    bid=$200.0
  [RAW TICK] 13:59:51  TSLA    bid=$256.23
  [RAW TICK] 13:59:51  AAPL    bid=$200.16
  [RAW TICK] 13:59:52  COIN    bid=$112.08
  [RAW TICK] 13:59:52  NVDA    bid=$888.61
  [RAW TICK] 13:59:52  TSLA    bid=$256.02
  [RAW TICK] 13:59:52  AAPL    bid=$200.22
  [RAW TICK] 13:59:52  AAPL    bid=$201.56
  [RAW TICK] 13:59:52  AAPL    bid=$201.66
  [RAW TICK] 13:59:52  TSLA    bid=$255.76
  [RAW TICK] 13:59:52  MSTR    bid=$108.59
  [RAW TICK] 13:59:52  NVDA    bid=$888.7
  [RAW TICK] 13:59:52  TSLA    bid=$255.8
  [RAW TICK] 13:59:52  NVDA    bid=$888.9
  [RAW TICK] 13:59:52  MSTR    bid=$108.68
  [RAW TICK] 13:59:52  AAPL    bid=$201.8
  [RAW TICK] 13:59:52  COIN    bid=$111.9
  [RAW TICK] 13:59:52  NVDA    bid=$888.68
  [RAW TICK] 13:59:52  NVDA    bid=$888.49
  [RAW TICK] 13:59:52  NVDA    bid=$888.52
  [RAW TICK] 13:59:52  COIN    bid=$111.82
  [RAW TICK] 13:59:52  NVDA    bid=$888.26
  [RAW TICK] 13:59:52  NVDA    bid=$888.04
  [RAW TICK] 13:59:52  NVDA    bid=$888.08
  [RAW TICK] 13:59:52  TSLA    bid=$256.92
  [RAW TICK] 13:59:52  MSTR    bid=$108.86
  [RAW TICK] 13:59:52  TSLA    bid=$256.94
  [RAW TICK] 13:59:53  TSLA    bid=$257.13
  [RAW TICK] 13:59:53  TSLA    bid=$257.31
