  Session log : spot_check_logs\log4.txt  (started 2026-06-01 14:16:51)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 14:20:21  TSLA    bid=$265.25
  [RAW TICK] 14:20:21  MSTR    bid=$142.97
  [RAW TICK] 14:20:21  TSLA    bid=$265.4
  [RAW TICK] 14:20:21  TSLA    bid=$265.34
  [RAW TICK] 14:20:21  NVDA    bid=$886.99
  [RAW TICK] 14:20:21  AAPL    bid=$220.63
  [RAW TICK] 14:20:21  NVDA    bid=$886.96
  [RAW TICK] 14:20:21  AAPL    bid=$220.68
  [RAW TICK] 14:20:21  COIN    bid=$123.4
  [RAW TICK] 14:20:21  MSTR    bid=$143.04
  [RAW TICK] 14:20:21  COIN    bid=$123.11
  [RAW TICK] 14:20:21  COIN    bid=$122.96
  [RAW TICK] 14:20:21  COIN    bid=$122.97
  [RAW TICK] 14:20:21  AAPL    bid=$220.49
  [RAW TICK] 14:20:21  NVDA    bid=$886.81
  [RAW TICK] 14:20:21  TSLA    bid=$265.47
  [RAW TICK] 14:20:21  MSTR    bid=$143.03
  [RAW TICK] 14:20:21  NVDA    bid=$887.03
  [RAW TICK] 14:20:21  AAPL    bid=$220.35
  [RAW TICK] 14:20:21  NVDA    bid=$887.07
  [RAW TICK] 14:20:21  TSLA    bid=$265.36
  [RAW TICK] 14:20:21  MSTR    bid=$143.22
  [RAW TICK] 14:20:21  AAPL    bid=$220.26
  [RAW TICK] 14:20:21  NVDA    bid=$886.85
  [RAW TICK] 14:20:22  AAPL    bid=$220.28
  [RAW TICK] 14:20:22  MSTR    bid=$143.55
  [RAW TICK] 14:20:22  TSLA    bid=$265.29
  [RAW TICK] 14:20:22  MSTR    bid=$143.66
  [RAW TICK] 14:20:22  AAPL    bid=$219.92
  [RAW TICK] 14:20:22  MSTR    bid=$143.65
  [RAW TICK] 14:20:22  MSTR    bid=$143.64
  [RAW TICK] 14:20:22  NVDA    bid=$887.69
  [RAW TICK] 14:20:22  AAPL    bid=$220.07
  [RAW TICK] 14:20:22  NVDA    bid=$887.64
  [RAW TICK] 14:20:22  NVDA    bid=$888.8
  [RAW TICK] 14:20:22  MSTR    bid=$143.69
  [RAW TICK] 14:20:22  MSTR    bid=$143.72
  [RAW TICK] 14:20:22  TSLA    bid=$265.31
  [RAW TICK] 14:20:22  AAPL    bid=$220.08
  [RAW TICK] 14:20:22  TSLA    bid=$265.31
  [RAW TICK] 14:20:22  TSLA    bid=$265.41
  [RAW TICK] 14:20:22  MSTR    bid=$143.83
  [RAW TICK] 14:20:22  AAPL    bid=$220.18
  [RAW TICK] 14:20:22  NVDA    bid=$888.56
  [RAW TICK] 14:20:22  TSLA    bid=$265.21
  [RAW TICK] 14:20:22  COIN    bid=$122.98
  [RAW TICK] 14:20:22  TSLA    bid=$265.26
  [RAW TICK] 14:20:22  COIN    bid=$122.95
  [RAW TICK] 14:20:23  COIN    bid=$123.11
  [RAW TICK] 14:20:23  MSTR    bid=$144.0
  [RAW TICK] 14:20:23  NVDA    bid=$888.43
  [RAW TICK] 14:20:23  AAPL    bid=$220.23
  [RAW TICK] 14:20:23  TSLA    bid=$265.33
  [RAW TICK] 14:20:23  MSTR    bid=$144.32
  [RAW TICK] 14:20:23  NVDA    bid=$888.62
  [RAW TICK] 14:20:23  AAPL    bid=$220.25
  [RAW TICK] 14:20:23  MSTR    bid=$144.34
  [RAW TICK] 14:20:23  NVDA    bid=$888.79
  [RAW TICK] 14:20:23  AAPL    bid=$220.22
  [RAW TICK] 14:20:23  COIN    bid=$123.08
  [RAW TICK] 14:20:23  AAPL    bid=$220.16
  [RAW TICK] 14:20:23  TSLA    bid=$265.2
  [RAW TICK] 14:20:23  NVDA    bid=$888.91
  [RAW TICK] 14:20:23  NVDA    bid=$888.83
  [RAW TICK] 14:20:23  MSTR    bid=$144.3
  [RAW TICK] 14:20:23  MSTR    bid=$144.42
  [RAW TICK] 14:20:23  MSTR    bid=$144.49
  [RAW TICK] 14:20:23  TSLA    bid=$265.01
  [RAW TICK] 14:20:23  AAPL    bid=$220.04
  [RAW TICK] 14:20:23  COIN    bid=$123.04
  [RAW TICK] 14:20:23  COIN    bid=$123.08
  [RAW TICK] 14:20:23  MSTR    bid=$144.34
  [RAW TICK] 14:20:24  AAPL    bid=$220.1
  [RAW TICK] 14:20:24  MSTR    bid=$144.69
  [RAW TICK] 14:20:24  AAPL    bid=$219.97
  [RAW TICK] 14:20:24  MSTR    bid=$144.56
  [RAW TICK] 14:20:24  NVDA    bid=$888.77
  [RAW TICK] 14:20:24  AAPL    bid=$220.14
  [RAW TICK] 14:20:24  MSTR    bid=$144.51
  [RAW TICK] 14:20:24  TSLA    bid=$264.74
  [RAW TICK] 14:20:24  COIN    bid=$123.23
  [RAW TICK] 14:20:24  COIN    bid=$124.39
  [RAW TICK] 14:20:24  COIN    bid=$124.43
  [RAW TICK] 14:20:24  COIN    bid=$124.53
  [RAW TICK] 14:20:24  AAPL    bid=$220.24
  [RAW TICK] 14:20:24  NVDA    bid=$888.76
  [RAW TICK] 14:20:24  NVDA    bid=$888.73
  [RAW TICK] 14:20:24  COIN    bid=$124.54
  [RAW TICK] 14:20:24  COIN    bid=$124.35
  [RAW TICK] 14:20:24  COIN    bid=$124.28
  [RAW TICK] 14:20:24  NVDA    bid=$888.4
  [RAW TICK] 14:20:24  MSTR    bid=$144.48
  [RAW TICK] 14:20:24  COIN    bid=$124.37
  [RAW TICK] 14:20:24  NVDA    bid=$888.41
  [RAW TICK] 14:20:24  AAPL    bid=$220.38
  [RAW TICK] 14:20:24  COIN    bid=$124.39
  [RAW TICK] 14:20:25  COIN    bid=$124.36
  [RAW TICK] 14:20:25  TSLA    bid=$264.61
  [RAW TICK] 14:20:25  NVDA    bid=$888.26
  [RAW TICK] 14:20:25  MSTR    bid=$144.37
  [RAW TICK] 14:20:25  COIN    bid=$124.31
  [RAW TICK] 14:20:25  TSLA    bid=$264.6
  [RAW TICK] 14:20:25  TSLA    bid=$264.72
  [RAW TICK] 14:20:25  TSLA    bid=$264.83
  [RAW TICK] 14:20:25  AAPL    bid=$220.18
  [RAW TICK] 14:20:25  COIN    bid=$124.19
  [RAW TICK] 14:20:25  COIN    bid=$124.17
  [RAW TICK] 14:20:25  MSTR    bid=$144.28
  [RAW TICK] 14:20:25  TSLA    bid=$265.03
  [RAW TICK] 14:20:25  AAPL    bid=$220.16
  [RAW TICK] 14:20:25  MSTR    bid=$144.27
  [RAW TICK] 14:20:25  AAPL    bid=$219.93
  [RAW TICK] 14:20:25  TSLA    bid=$265.04
  [RAW TICK] 14:20:25  AAPL    bid=$220.12
  [RAW TICK] 14:20:25  NVDA    bid=$888.37
  [RAW TICK] 14:20:25  TSLA    bid=$265.0
  [RAW TICK] 14:20:25  COIN    bid=$124.12
  [RAW TICK] 14:20:25  MSTR    bid=$144.39
  [RAW TICK] 14:20:25  TSLA    bid=$265.05
  [RAW TICK] 14:20:25  AAPL    bid=$220.27
  [RAW TICK] 14:20:26  AAPL    bid=$220.53
  [RAW TICK] 14:20:26  COIN    bid=$124.25
  [RAW TICK] 14:20:26  NVDA    bid=$888.52
  [RAW TICK] 14:20:26  TSLA    bid=$265.04
  [RAW TICK] 14:20:26  COIN    bid=$124.17
  [RAW TICK] 14:20:26  MSTR    bid=$144.41
  [RAW TICK] 14:20:26  COIN    bid=$124.04
  [RAW TICK] 14:20:26  MSTR    bid=$144.47
  [RAW TICK] 14:20:26  AAPL    bid=$220.47
  [RAW TICK] 14:20:26  MSTR    bid=$144.28
  [RAW TICK] 14:20:26  TSLA    bid=$265.08
  [RAW TICK] 14:20:26  NVDA    bid=$888.6
  [RAW TICK] 14:20:26  TSLA    bid=$264.92
  [RAW TICK] 14:20:26  NVDA    bid=$888.58
  [RAW TICK] 14:20:26  NVDA    bid=$888.64
  [RAW TICK] 14:20:26  TSLA    bid=$265.14
  [RAW TICK] 14:20:26  AAPL    bid=$220.56
  [RAW TICK] 14:20:26  COIN    bid=$124.08
  [RAW TICK] 14:20:26  COIN    bid=$123.77
  [RAW TICK] 14:20:26  COIN    bid=$123.76
  [RAW TICK] 14:20:26  COIN    bid=$123.77
  [RAW TICK] 14:20:26  AAPL    bid=$220.45
  [RAW TICK] 14:20:26  AAPL    bid=$220.52
  [RAW TICK] 14:20:26  AAPL    bid=$220.39
  [RAW TICK] 14:20:27  NVDA    bid=$888.35
  [RAW TICK] 14:20:27  NVDA    bid=$888.32
  [RAW TICK] 14:20:27  TSLA    bid=$265.24
  [RAW TICK] 14:20:27  MSTR    bid=$144.21
  [RAW TICK] 14:20:27  COIN    bid=$123.74
  [RAW TICK] 14:20:27  TSLA    bid=$265.23
  [RAW TICK] 14:20:27  TSLA    bid=$266.48
  [RAW TICK] 14:20:27  AAPL    bid=$220.18
  [RAW TICK] 14:20:27  COIN    bid=$123.6
  [RAW TICK] 14:20:27  AAPL    bid=$220.13
  [RAW TICK] 14:20:27  AAPL    bid=$220.26
  [RAW TICK] 14:20:27  MSTR    bid=$144.06
  [RAW TICK] 14:20:27  TSLA    bid=$266.61
  [RAW TICK] 14:20:27  NVDA    bid=$888.31
  [RAW TICK] 14:20:27  MSTR    bid=$144.09
  [RAW TICK] 14:20:27  NVDA    bid=$888.46
  [RAW TICK] 14:20:27  MSTR    bid=$144.34
  [RAW TICK] 14:20:27  TSLA    bid=$266.43
  [RAW TICK] 14:20:27  COIN    bid=$123.51
  [RAW TICK] 14:20:27  MSTR    bid=$144.29
  [RAW TICK] 14:20:27  MSTR    bid=$144.33
  [RAW TICK] 14:20:27  AAPL    bid=$220.35
  [RAW TICK] 14:20:27  NVDA    bid=$888.41
  [RAW TICK] 14:20:28  NVDA    bid=$888.44
  [RAW TICK] 14:20:28  NVDA    bid=$888.49
  [RAW TICK] 14:20:28  TSLA    bid=$266.47
  [RAW TICK] 14:20:28  TSLA    bid=$266.71
  [RAW TICK] 14:20:28  AAPL    bid=$220.44
  [RAW TICK] 14:20:28  MSTR    bid=$144.39
  [RAW TICK] 14:20:28  NVDA    bid=$888.48
  [RAW TICK] 14:20:28  TSLA    bid=$266.57
  [RAW TICK] 14:20:28  AAPL    bid=$220.26
  [RAW TICK] 14:20:28  AAPL    bid=$220.43
  [RAW TICK] 14:20:28  AAPL    bid=$220.3
  [RAW TICK] 14:20:28  AAPL    bid=$220.46
  [RAW TICK] 14:20:28  NVDA    bid=$888.39
  [RAW TICK] 14:20:28  AAPL    bid=$220.3
  [RAW TICK] 14:20:28  AAPL    bid=$220.32
  [RAW TICK] 14:20:28  NVDA    bid=$888.54
  [RAW TICK] 14:20:28  AAPL    bid=$220.35
  [RAW TICK] 14:20:28  AAPL    bid=$220.45
  [RAW TICK] 14:20:28  TSLA    bid=$266.82
  [RAW TICK] 14:20:28  AAPL    bid=$220.31
  [RAW TICK] 14:20:28  COIN    bid=$123.54
  [RAW TICK] 14:20:28  AAPL    bid=$220.44
  [RAW TICK] 14:20:28  AAPL    bid=$220.2
  [RAW TICK] 14:20:28  AAPL    bid=$219.93
  [RAW TICK] 14:20:29  COIN    bid=$123.57
  [RAW TICK] 14:20:29  TSLA    bid=$266.98
  [RAW TICK] 14:20:29  TSLA    bid=$266.55
  [RAW TICK] 14:20:29  NVDA    bid=$889.81
  [RAW TICK] 14:20:29  TSLA    bid=$266.45
  [RAW TICK] 14:20:29  AAPL    bid=$220.19
  [RAW TICK] 14:20:29  COIN    bid=$123.42
  [RAW TICK] 14:20:29  MSTR    bid=$144.59
  [RAW TICK] 14:20:29  AAPL    bid=$220.33
  [RAW TICK] 14:20:29  AAPL    bid=$220.45
  [RAW TICK] 14:20:29  COIN    bid=$123.28
  [RAW TICK] 14:20:29  COIN    bid=$123.4
  [RAW TICK] 14:20:29  AAPL    bid=$220.48
  [RAW TICK] 14:20:29  TSLA    bid=$266.49
  [RAW TICK] 14:20:29  TSLA    bid=$266.67
  [RAW TICK] 14:20:29  COIN    bid=$123.53
  [RAW TICK] 14:20:29  COIN    bid=$123.63
  [RAW TICK] 14:20:29  TSLA    bid=$266.69
  [RAW TICK] 14:20:29  MSTR    bid=$145.87

  [THRESHOLD TRIP] MSTR  bid=$145.87  band=$145.09  (mean=144.34, sigma=0.3731, breach=4.09σ)
  [AUTO BUY] Gemini disabled — buying on sigma breach.
  [PAPER RISK CHECK]  balance=$133,925.47  budget(10%)=$13,392.55  → 91.81152 shares of MSTR  (~$13,392.55)
[PAPER FILL] 2026-06-01 14:20:29.781468 | BUY 91.81152 MSTR @ $145.87  |  Cash: $120,532.92
  [RAW TICK] 14:20:29  NVDA    bid=$890.24
  [RAW TICK] 14:20:29  MSTR    bid=$145.54
  [RAW TICK] 14:20:29  MSTR    bid=$145.51
  [RAW TICK] 14:20:29  COIN    bid=$123.64
  [RAW TICK] 14:20:29  NVDA    bid=$890.41
  [RAW TICK] 14:20:30  MSTR    bid=$145.29
  [RAW TICK] 14:20:30  AAPL    bid=$220.42
  [RAW TICK] 14:20:30  TSLA    bid=$266.65
  [RAW TICK] 14:20:30  MSTR    bid=$145.14
  [RAW TICK] 14:20:30  COIN    bid=$123.48
  [RAW TICK] 14:20:30  COIN    bid=$123.65
  [RAW TICK] 14:20:30  AAPL    bid=$220.68
  [RAW TICK] 14:20:30  AAPL    bid=$220.77
  [RAW TICK] 14:20:30  TSLA    bid=$266.85
  [RAW TICK] 14:20:30  TSLA    bid=$266.89
  [RAW TICK] 14:20:30  AAPL    bid=$220.45
  [RAW TICK] 14:20:30  TSLA    bid=$267.01
  [RAW TICK] 14:20:30  AAPL    bid=$220.33
  [RAW TICK] 14:20:30  NVDA    bid=$890.14
  [RAW TICK] 14:20:30  TSLA    bid=$267.21
  [RAW TICK] 14:20:30  TSLA    bid=$267.22
  [RAW TICK] 14:20:30  AAPL    bid=$220.24
  [RAW TICK] 14:20:30  AAPL    bid=$220.2
  [RAW TICK] 14:20:30  TSLA    bid=$267.42
  [RAW TICK] 14:20:30  NVDA    bid=$890.14
  [RAW TICK] 14:20:30  NVDA    bid=$890.29
  [RAW TICK] 14:20:30  NVDA    bid=$890.38
  [RAW TICK] 14:20:30  TSLA    bid=$267.65
  [RAW TICK] 14:20:30  MSTR    bid=$145.04
  [RAW TICK] 14:20:31  NVDA    bid=$890.34
  [RAW TICK] 14:20:31  COIN    bid=$123.65
  [RAW TICK] 14:20:31  COIN    bid=$123.65
  [RAW TICK] 14:20:31  AAPL    bid=$220.13
  [RAW TICK] 14:20:31  MSTR    bid=$146.1
  [RAW TICK] 14:20:31  NVDA    bid=$890.07
  [RAW TICK] 14:20:31  NVDA    bid=$890.88
  [RAW TICK] 14:20:31  COIN    bid=$123.73
  [RAW TICK] 14:20:31  MSTR    bid=$146.28
  [RAW TICK] 14:20:31  TSLA    bid=$267.83
  [RAW TICK] 14:20:31  COIN    bid=$125.04
  [RAW TICK] 14:20:31  MSTR    bid=$146.04
  [RAW TICK] 14:20:31  COIN    bid=$125.22
  [RAW TICK] 14:20:31  TSLA    bid=$267.9
  [RAW TICK] 14:20:31  TSLA    bid=$268.11
  [RAW TICK] 14:20:31  MSTR    bid=$145.86
  [RAW TICK] 14:20:31  NVDA    bid=$891.12
  [RAW TICK] 14:20:31  NVDA    bid=$891.04
  [RAW TICK] 14:20:31  COIN    bid=$125.25
  [RAW TICK] 14:20:31  NVDA    bid=$891.07
  [RAW TICK] 14:20:31  TSLA    bid=$268.17
  [RAW TICK] 14:20:31  NVDA    bid=$891.05
  [RAW TICK] 14:20:31  COIN    bid=$125.31
  [RAW TICK] 14:20:31  TSLA    bid=$268.02
  [RAW TICK] 14:20:32  MSTR    bid=$145.88
  [RAW TICK] 14:20:32  MSTR    bid=$145.76
  [RAW TICK] 14:20:32  NVDA    bid=$890.95
  [RAW TICK] 14:20:32  NVDA    bid=$891.03
  [RAW TICK] 14:20:32  NVDA    bid=$890.93
  [RAW TICK] 14:20:32  AAPL    bid=$220.24
  [RAW TICK] 14:20:32  AAPL    bid=$220.09
  [RAW TICK] 14:20:32  NVDA    bid=$890.93
  [RAW TICK] 14:20:32  NVDA    bid=$890.58
  [RAW TICK] 14:20:32  TSLA    bid=$268.15
  [RAW TICK] 14:20:32  COIN    bid=$125.31
  [RAW TICK] 14:20:32  NVDA    bid=$890.42
  [RAW TICK] 14:20:32  COIN    bid=$124.9
  [RAW TICK] 14:20:32  MSTR    bid=$145.64
  [RAW TICK] 14:20:32  MSTR    bid=$145.71
  [RAW TICK] 14:20:32  NVDA    bid=$890.34
  [RAW TICK] 14:20:32  NVDA    bid=$890.26
  [RAW TICK] 14:20:32  NVDA    bid=$890.26
  [RAW TICK] 14:20:32  MSTR    bid=$145.52
  [RAW TICK] 14:20:32  NVDA    bid=$890.17
  [RAW TICK] 14:20:32  NVDA    bid=$890.36
  [RAW TICK] 14:20:32  TSLA    bid=$268.14
  [RAW TICK] 14:20:32  COIN    bid=$124.95
  [RAW TICK] 14:20:32  AAPL    bid=$220.31
  [RAW TICK] 14:20:33  COIN    bid=$124.88
  [RAW TICK] 14:20:33  AAPL    bid=$220.49
  [RAW TICK] 14:20:33  NVDA    bid=$890.55
  [RAW TICK] 14:20:33  COIN    bid=$125.17
  [RAW TICK] 14:20:33  NVDA    bid=$890.6
  [RAW TICK] 14:20:33  AAPL    bid=$220.31
  [RAW TICK] 14:20:33  NVDA    bid=$890.89
  [RAW TICK] 14:20:33  NVDA    bid=$890.83
  [RAW TICK] 14:20:33  COIN    bid=$125.06
  [RAW TICK] 14:20:33  TSLA    bid=$267.99
  [RAW TICK] 14:20:33  TSLA    bid=$267.86
  [RAW TICK] 14:20:33  MSTR    bid=$145.78
  [RAW TICK] 14:20:33  TSLA    bid=$267.93
  [RAW TICK] 14:20:33  MSTR    bid=$145.83
  [RAW TICK] 14:20:33  NVDA    bid=$890.61
  [RAW TICK] 14:20:33  TSLA    bid=$267.92
  [RAW TICK] 14:20:33  COIN    bid=$124.72
  [RAW TICK] 14:20:33  COIN    bid=$124.84
  [RAW TICK] 14:20:33  MSTR    bid=$145.83
  [RAW TICK] 14:20:33  COIN    bid=$124.92
  [RAW TICK] 14:20:33  NVDA    bid=$890.59
  [RAW TICK] 14:20:33  TSLA    bid=$267.93
  [RAW TICK] 14:20:33  TSLA    bid=$267.89
  [RAW TICK] 14:20:33  TSLA    bid=$267.81
  [RAW TICK] 14:20:34  TSLA    bid=$268.06
  [RAW TICK] 14:20:34  NVDA    bid=$890.52
  [RAW TICK] 14:20:34  TSLA    bid=$268.02
  [RAW TICK] 14:20:34  COIN    bid=$124.7
  [RAW TICK] 14:20:34  NVDA    bid=$890.48
  [RAW TICK] 14:20:34  NVDA    bid=$890.51
  [RAW TICK] 14:20:34  TSLA    bid=$268.02
  [RAW TICK] 14:20:34  AAPL    bid=$220.29
  [RAW TICK] 14:20:34  COIN    bid=$124.69
  [RAW TICK] 14:20:34  COIN    bid=$124.49
  [RAW TICK] 14:20:34  AAPL    bid=$220.42
  [RAW TICK] 14:20:34  TSLA    bid=$268.12
  [RAW TICK] 14:20:34  TSLA    bid=$267.87
  [RAW TICK] 14:20:34  COIN    bid=$124.62
  [RAW TICK] 14:20:34  AAPL    bid=$220.37
  [RAW TICK] 14:20:34  COIN    bid=$124.87
  [RAW TICK] 14:20:34  COIN    bid=$124.9
  [RAW TICK] 14:20:34  MSTR    bid=$145.89
  [RAW TICK] 14:20:34  AAPL    bid=$220.57
  [RAW TICK] 14:20:34  TSLA    bid=$267.9
  [RAW TICK] 14:20:34  MSTR    bid=$145.93
  [RAW TICK] 14:20:34  MSTR    bid=$145.97
  [RAW TICK] 14:20:34  MSTR    bid=$146.84
  [RAW TICK] 14:20:34  AAPL    bid=$220.58
  [RAW TICK] 14:20:35  TSLA    bid=$267.87
  [RAW TICK] 14:20:35  MSTR    bid=$146.87
  [RAW TICK] 14:20:35  COIN    bid=$124.87
  [RAW TICK] 14:20:35  COIN    bid=$124.72
  [RAW TICK] 14:20:35  NVDA    bid=$890.38
  [RAW TICK] 14:20:35  COIN    bid=$124.87
  [RAW TICK] 14:20:35  COIN    bid=$124.82
  [RAW TICK] 14:20:35  COIN    bid=$124.77
  [RAW TICK] 14:20:35  MSTR    bid=$146.75
  [RAW TICK] 14:20:35  COIN    bid=$124.77
  [RAW TICK] 14:20:35  NVDA    bid=$890.39
  [RAW TICK] 14:20:35  COIN    bid=$124.55
  [RAW TICK] 14:20:35  COIN    bid=$124.39
  [RAW TICK] 14:20:35  TSLA    bid=$267.77
  [RAW TICK] 14:20:35  MSTR    bid=$147.03
  [RAW TICK] 14:20:35  MSTR    bid=$147.19
  [RAW TICK] 14:20:35  MSTR    bid=$146.87
  [RAW TICK] 14:20:35  TSLA    bid=$267.71
  [RAW TICK] 14:20:35  AAPL    bid=$220.68
  [RAW TICK] 14:20:35  MSTR    bid=$147.0
  [RAW TICK] 14:20:35  COIN    bid=$124.52
  [RAW TICK] 14:20:35  COIN    bid=$124.55
  [RAW TICK] 14:20:35  COIN    bid=$124.58
  [RAW TICK] 14:20:36  AAPL    bid=$220.58
  [RAW TICK] 14:20:36  TSLA    bid=$267.83
  [RAW TICK] 14:20:36  TSLA    bid=$267.53
  [RAW TICK] 14:20:36  TSLA    bid=$267.54
  [RAW TICK] 14:20:36  NVDA    bid=$890.16
  [RAW TICK] 14:20:36  MSTR    bid=$146.86
  [RAW TICK] 14:20:36  COIN    bid=$125.4
  [RAW TICK] 14:20:36  TSLA    bid=$268.41
  [RAW TICK] 14:20:36  COIN    bid=$125.31
  [RAW TICK] 14:20:36  COIN    bid=$125.32
  [RAW TICK] 14:20:36  MSTR    bid=$146.87
  [RAW TICK] 14:20:36  NVDA    bid=$890.39
  [RAW TICK] 14:20:36  TSLA    bid=$268.64
  [RAW TICK] 14:20:36  TSLA    bid=$268.58
  [RAW TICK] 14:20:36  MSTR    bid=$147.95
  [RAW TICK] 14:20:36  NVDA    bid=$890.46
  [RAW TICK] 14:20:36  COIN    bid=$125.41
  [RAW TICK] 14:20:36  NVDA    bid=$890.35
  [RAW TICK] 14:20:36  AAPL    bid=$220.47
  [RAW TICK] 14:20:36  MSTR    bid=$147.56
  [RAW TICK] 14:20:36  COIN    bid=$125.49
  [RAW TICK] 14:20:36  AAPL    bid=$220.4
  [RAW TICK] 14:20:36  COIN    bid=$125.49
  [RAW TICK] 14:20:36  COIN    bid=$125.5
  [RAW TICK] 14:20:37  TSLA    bid=$268.32
  [RAW TICK] 14:20:37  COIN    bid=$125.08
  [RAW TICK] 14:20:37  AAPL    bid=$220.22
  [RAW TICK] 14:20:37  NVDA    bid=$890.32
  [RAW TICK] 14:20:37  NVDA    bid=$890.4
  [RAW TICK] 14:20:37  AAPL    bid=$219.98
  [RAW TICK] 14:20:37  COIN    bid=$125.22
  [RAW TICK] 14:20:37  AAPL    bid=$220.1
  [RAW TICK] 14:20:37  MSTR    bid=$147.51
  [RAW TICK] 14:20:37  NVDA    bid=$890.38
  [RAW TICK] 14:20:37  MSTR    bid=$147.23
  [RAW TICK] 14:20:37  AAPL    bid=$219.98
  [RAW TICK] 14:20:37  MSTR    bid=$147.06
  [RAW TICK] 14:20:37  MSTR    bid=$147.0
  [RAW TICK] 14:20:37  MSTR    bid=$146.73
  [RAW TICK] 14:20:37  NVDA    bid=$890.37
  [RAW TICK] 14:20:37  AAPL    bid=$219.57
  [RAW TICK] 14:20:37  AAPL    bid=$219.75
  [RAW TICK] 14:20:37  MSTR    bid=$146.73
  [RAW TICK] 14:20:37  COIN    bid=$125.53
  [RAW TICK] 14:20:37  NVDA    bid=$890.34
  [RAW TICK] 14:20:37  COIN    bid=$125.45
  [RAW TICK] 14:20:37  TSLA    bid=$268.51
  [RAW TICK] 14:20:37  TSLA    bid=$268.37
  [RAW TICK] 14:20:38  NVDA    bid=$890.42
  [RAW TICK] 14:20:38  TSLA    bid=$268.57
  [RAW TICK] 14:20:38  TSLA    bid=$268.62
  [RAW TICK] 14:20:38  COIN    bid=$125.36
  [RAW TICK] 14:20:38  MSTR    bid=$146.63
  [RAW TICK] 14:20:38  TSLA    bid=$268.6
  [RAW TICK] 14:20:38  TSLA    bid=$268.66
  [RAW TICK] 14:20:38  TSLA    bid=$268.62
  [RAW TICK] 14:20:38  MSTR    bid=$146.47
  [RAW TICK] 14:20:38  AAPL    bid=$219.6
  [RAW TICK] 14:20:38  TSLA    bid=$268.39
  [RAW TICK] 14:20:38  MSTR    bid=$146.37
  [RAW TICK] 14:20:38  NVDA    bid=$890.46
  [RAW TICK] 14:20:38  MSTR    bid=$146.3
  [RAW TICK] 14:20:38  AAPL    bid=$219.3
  [RAW TICK] 14:20:38  AAPL    bid=$219.06
  [RAW TICK] 14:20:38  MSTR    bid=$146.26
  [RAW TICK] 14:20:38  TSLA    bid=$268.42
  [RAW TICK] 14:20:38  AAPL    bid=$219.0
  [RAW TICK] 14:20:38  NVDA    bid=$890.77
  [RAW TICK] 14:20:38  AAPL    bid=$219.09
  [RAW TICK] 14:20:38  MSTR    bid=$145.99
  [RAW TICK] 14:20:38  TSLA    bid=$268.59
  [RAW TICK] 14:20:39  COIN    bid=$125.32
  [RAW TICK] 14:20:39  AAPL    bid=$218.83
  [RAW TICK] 14:20:39  NVDA    bid=$890.96

  [THRESHOLD TRIP] NVDA  bid=$890.96  band=$890.85  (mean=890.46, sigma=0.1950, breach=2.54σ)
  [AUTO BUY] Gemini disabled — buying on sigma breach.
  [PAPER RISK CHECK]  balance=$120,532.92  budget(10%)=$12,053.29  → 13.52843 shares of NVDA  (~$12,053.29)
[PAPER FILL] 2026-06-01 14:20:39.092339 | BUY 13.52843 NVDA @ $890.96  |  Cash: $108,479.63
  [RAW TICK] 14:20:39  AAPL    bid=$218.84
  [RAW TICK] 14:20:39  TSLA    bid=$268.55
  [RAW TICK] 14:20:39  NVDA    bid=$891.06
  [RAW TICK] 14:20:39  COIN    bid=$125.38
  [RAW TICK] 14:20:39  MSTR    bid=$145.95
  [RAW TICK] 14:20:39  NVDA    bid=$890.97
  [RAW TICK] 14:20:39  AAPL    bid=$218.69
  [RAW TICK] 14:20:39  AAPL    bid=$218.81
  [RAW TICK] 14:20:39  COIN    bid=$125.34
  [RAW TICK] 14:20:39  AAPL    bid=$218.83
  [RAW TICK] 14:20:39  MSTR    bid=$146.11
  [RAW TICK] 14:20:39  MSTR    bid=$146.03
  [RAW TICK] 14:20:39  AAPL    bid=$218.7
  [RAW TICK] 14:20:39  NVDA    bid=$890.84
  [RAW TICK] 14:20:39  NVDA    bid=$890.91
  [RAW TICK] 14:20:39  TSLA    bid=$268.55
  [RAW TICK] 14:20:39  TSLA    bid=$268.31
  [RAW TICK] 14:20:39  COIN    bid=$125.58
  [RAW TICK] 14:20:39  COIN    bid=$125.52
  [RAW TICK] 14:20:39  TSLA    bid=$268.4
  [RAW TICK] 14:20:39  COIN    bid=$125.69
  [RAW TICK] 14:20:40  COIN    bid=$125.76
  [RAW TICK] 14:20:40  NVDA    bid=$890.76
  [RAW TICK] 14:20:40  TSLA    bid=$268.53
  [RAW TICK] 14:20:40  COIN    bid=$125.81
  [RAW TICK] 14:20:40  TSLA    bid=$268.46
  [RAW TICK] 14:20:40  AAPL    bid=$218.71
  [RAW TICK] 14:20:40  COIN    bid=$125.64
  [RAW TICK] 14:20:40  AAPL    bid=$219.04
  [RAW TICK] 14:20:40  AAPL    bid=$219.05
  [RAW TICK] 14:20:40  MSTR    bid=$145.9
  [RAW TICK] 14:20:40  MSTR    bid=$146.14
  [RAW TICK] 14:20:40  MSTR    bid=$146.37
  [RAW TICK] 14:20:40  AAPL    bid=$219.08
